개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명
3030000,3030000-101-2022-00002,2022-01-03,,3,폐업,2,폐업,2023-02-02,,,,,57,133-826,서울특별시 성동구 성수동2가 269-63 성수에이원 지식산업센터,"서울특별시 성동구 뚝섬로17가길 48, 성수에이원 지식산업센터 1층 102호 (성수동2가)",4785.0,해피치즈스마일 성수점,2023-02-02 9:07,U,04:00.0,기타
3030000,3030000-101-2022-00012,2022-01-13,,3,폐업,2,폐업,2023-06-16,,,,,63.62,133-825,서울특별시 성동구 성수동1가 685-337,"서울특별시 성동구 서울숲2길 11-12, 1층 (성수동1가)",4768.0,스웨이 성수,2023-06-16 13:45,U,08:00.0,기타
3030000,3030000-101-2022-00020,2022-01-18,,1,영업/정상,1,영업,,,,,,38,133-827,서울특별시 성동구 성수동2가 310-21,"서울특별시 성동구 성수일로4길 45, 1층 (성수동2가)",4781.0,성수 매운갈비찜,2023-11-10 15:16,U,02:00.0,한식
3030000,3030000-101-2022-00038,2022-02-11,,3,폐업,2,폐업,2023-12-29,,,,,153.54,133-824,서울특별시 성동구 성수동1가 668-112,"서울특별시 성동구 서울숲2길 36, 2층 (성수동1가)",4768.0,야드 바이 비씨,2023-12-29 11:05,U,01:00.0,기타
3030000,3030000-104-2022-00010,2022-02-14,,3,폐업,2,폐업,2023-10-27,,,,,181.37,133-827,서울특별시 성동구 성수동2가 321-70 태진섬유,"서울특별시 성동구 성수이로7가길 13, 1층 (성수동2가)",4781.0,잇덴굿 성수점,2023-10-27 11:28,U,09:00.0,커피숍
3030000,3030000-101-2022-00043,2022-02-16,,3,폐업,2,폐업,2023-09-14,,,,,17.55,133-832,서울특별시 성동구 성수동2가 279-42 전진빌딩,"서울특별시 성동구 동일로 135-1, 전진빌딩 지1층 14호 (성수동2가)",4799.0,순백빙수-성수점,2023-09-14 17:53,U,06:00.0,기타
3030000,3030000-101-2022-00045,2022-02-17,,3,폐업,2,폐업,2023-12-04,,,,02  495 0724,180,133-832,서울특별시 성동구 성수동2가 277-138,"서울특별시 성동구 아차산로13길 2, 지1층 (성수동2가)",4798.0,심야의 숲,2023-12-04 10:27,U,06:00.0,라이브카페
3030000,3030000-104-2022-00016,2022-02-21,,1,영업/정상,1,영업,,,,,,239.38,133-835,서울특별시 성동구 성수동2가 315-71,"서울특별시 성동구 아차산로 104, 1층 103호 (성수동2가)",4782.0,스타벅스 성수,2023-02-23 12:32,U,05:00.0,커피숍
3030000,3030000-101-2022-00049,2022-02-23,,1,영업/정상,1,영업,,,,,,89.74,133-824,서울특별시 성동구 성수동1가 668-50,"서울특별시 성동구 서울숲2길 43, 2층 (성수동1가)",4768.0,테디스마켓,2023-03-21 15:48,U,03:00.0,기타
3030000,3030000-101-2022-00058,2022-03-02,,1,영업/정상,1,영업,,,,,,63.8,133-835,서울특별시 성동구 성수동2가 315-13,"서울특별시 성동구 연무장9길 8-1, 지1층 (성수동2가)",4782.0,호감도,2023-05-02 11:10,U,04:00.0,기타
3030000,3030000-121-2022-00005,2022-03-04,,3,폐업,2,폐업,2023-02-20,,,,,32.76,133-834,서울특별시 성동구 성수동2가 300-1 성수역,"서울특별시 성동구 아차산로 100, 성수역 211-007호 (성수동2가)",4782.0,꿈을 파는 빵집,2023-02-20 17:28,U,02:00.0,제과점영업
3030000,3030000-101-2022-00063,2022-03-04,,1,영업/정상,1,영업,,,,,,24,133-924,서울특별시 성동구 성수동1가 656-947,"서울특별시 성동구 왕십리로 136, 3층 (성수동1가)",4789.0,디어민,2023-04-28 15:11,U,00:00.0,기타
3030000,3030000-101-2022-00066,2022-03-08,,3,폐업,2,폐업,2023-06-21,,,,02  15888922,86.5,133-825,서울특별시 성동구 성수동1가 685-696 갤러리아 포레,"서울특별시 성동구 서울숲2길 32-14, 1층 103호 (성수동1가, 갤러리아 포레)",4769.0,캐스터네츠 서울숲점,2023-06-21 15:48,U,03:00.0,기타
3030000,3030000-101-2022-00500,2022-03-16,,1,영업/정상,1,영업,,,,,,12,133-832,서울특별시 성동구 성수동2가 280-32,"서울특별시 성동구 광나루로6길 7, 1층 (성수동2가)",4796.0,디아이와이,2023-09-04 13:11,I,06:00.0,기타
3030000,3030000-101-2022-00074,2022-03-17,,3,폐업,2,폐업,2023-06-15,,,,215888922,98.4,133-824,서울특별시 성동구 성수동1가 668-41,"서울특별시 성동구 서울숲4길 28, 2층 (성수동1가)",4768.0,아니마토,2023-06-15 10:42,U,07:00.0,기타
3030000,3030000-101-2022-00094,2022-03-30,,1,영업/정상,1,영업,,,,,,64,133-835,서울특별시 성동구 성수동2가 315-24,"서울특별시 성동구 연무장5가길 26, 지1층 (성수동2가)",4782.0,적토마집,2023-12-05 14:55,U,07:00.0,기타
3030000,3030000-101-2022-00096,2022-04-01,,3,폐업,2,폐업,2023-10-11,,,,7051183330,169.94,133-835,서울특별시 성동구 성수동2가 315-47,"서울특별시 성동구 연무장7가길 8, 1, 2, 3층 (성수동2가)",4782.0,데어데이아(There They Are),2023-10-11 16:36,U,03:00.0,기타
3030000,3030000-101-2022-00097,2022-04-01,,1,영업/정상,1,영업,,,,,,68.86,133-835,서울특별시 성동구 성수동2가 316-32,"서울특별시 성동구 연무장길 41-17, 1층 (성수동2가)",4782.0,도도한면,2023-07-14 16:47,U,06:00.0,기타
3030000,3030000-104-2022-00043,2022-04-04,,3,폐업,2,폐업,2023-08-28,,,,,30.0,133-822,서울특별시 성동구 성수동1가 8-27,"서울특별시 성동구 왕십리로4길 26-12, 1층 (성수동1가)",4778.0,오시요거트(osiyogurt),2023-08-28 9:31,U,00:00.0,기타 휴게음식점
3030000,3030000-101-2022-00110,2022-04-15,,3,폐업,2,폐업,2024-01-15,,,,,137.11,133-822,서울특별시 성동구 성수동1가 8-19,"서울특별시 성동구 상원1길 39-1, 1, 2층 (성수동1가)",4778.0,누에종,2024-01-15 9:06,U,07:00.0,기타
3030000,3030000-121-2022-00008,2022-04-15,,1,영업/정상,1,영업,,,,,264870118,23.0,133-823,서울특별시 성동구 성수동1가 656-609,"서울특별시 성동구 광나루로 152, 1층 (성수동1가)",4788.0,파티세리 아모니,2023-05-24 15:24,U,06:00.0,제과점영업
3030000,3030000-101-2022-00118,2022-04-19,,3,폐업,2,폐업,2023-04-14,,,,,28,133-835,서울특별시 성동구 성수동2가 301-64,"서울특별시 성동구 연무장길 5, 1층 (성수동2가)",4782.0,피죤그램(pigeongram),2023-04-14 13:41,U,06:00.0,기타
3030000,3030000-101-2022-00116,2022-04-19,,1,영업/정상,1,영업,,,,,,15.4,133-831,서울특별시 성동구 성수동2가 273-26,"서울특별시 성동구 연무장길 73, 1층 (성수동2가)",4783.0,(주)디플랫,2023-12-21 14:45,U,03:00.0,기타
3030000,3030000-104-2022-00056,2022-04-26,,1,영업/정상,1,영업,,,,,070 41282323,284.3,133-827,서울특별시 성동구 성수동2가 309-59,"서울특별시 성동구 성수이로7길 26, 1층 (성수동2가)",4781.0,NUDAKE(누데이크 성수),2023-03-21 15:53,U,03:00.0,커피숍
3030000,3030000-101-2022-00136,2022-04-27,,1,영업/정상,1,영업,,,,,,55.7,133-826,서울특별시 성동구 성수동2가 264-6,"서울특별시 성동구 성덕정19길 23, 1층 (성수동2가)",4777.0,파라디소,2023-12-04 9:32,U,06:00.0,기타
3030000,3030000-104-2022-00060,2022-05-03,,3,폐업,2,폐업,2023-11-07,,,,02  467 9506,80.61,133-835,서울특별시 성동구 성수동2가 317-5 호텔포코(HOTEL POCO),"서울특별시 성동구 성수이로 96, 호텔포코(HOTEL POCO) 1층 (성수동2가)",4783.0,워크무드(workmood),2023-11-07 16:19,U,09:00.0,커피숍
3030000,3030000-101-2022-00155,2022-05-09,,3,폐업,2,폐업,2023-11-30,,,,,15,133-827,서울특별시 성동구 성수동2가 333-77,"서울특별시 성동구 성수일로4길 33, 1층 (성수동2가)",4781.0,카페 MU,2023-11-30 15:46,U,02:00.0,한식
3030000,3030000-101-2022-00156,2022-05-10,,1,영업/정상,1,영업,,,,,,70,133-835,서울특별시 성동구 성수동2가 315-31,"서울특별시 성동구 연무장7길 8-1, 1층 (성수동2가)",4782.0,유메오뎅 성수,2024-01-03 13:46,U,05:00.0,한식
3030000,3030000-101-2022-00171,2022-05-20,,1,영업/정상,1,영업,,,,,,48.8,133-762,서울특별시 성동구 성수동1가 656-320 동아아파트,"서울특별시 성동구 왕십리로 80-1, 동아아파트 1층 3호 (성수동1가)",4778.0,당도,2023-12-29 14:11,U,01:00.0,기타
3030000,3030000-101-2022-00179,2022-05-23,,1,영업/정상,1,영업,,,,,,52.27,133-924,서울특별시 성동구 성수동1가 656-953,"서울특별시 성동구 왕십리로 107, 2층 (성수동1가)",4768.0,두남자의 개수작,2023-03-21 15:51,U,03:00.0,기타
3030000,3030000-101-2022-00175,2022-05-23,,3,폐업,2,폐업,2023-03-21,,,,,91.76,133-824,서울특별시 성동구 성수동1가 668-53,"서울특별시 성동구 서울숲4길 22-7, 2층 (성수동1가)",4768.0,무위,2023-03-21 15:21,U,03:00.0,기타
3030000,3030000-101-2022-00174,2022-05-23,,3,폐업,2,폐업,2023-05-26,,,,,12,133-822,서울특별시 성동구 성수동1가 13-104,"서울특별시 성동구 상원8길 1, 지1층 (성수동1가)",4790.0,스노우빌리지,2023-05-26 13:55,U,08:00.0,기타
3030000,3030000-104-2022-00076,2022-05-26,,3,폐업,2,폐업,2023-05-08,,,,,43.0,133-825,서울특별시 성동구 성수동1가 685-463,"서울특별시 성동구 서울숲2길 16-12, 1층 (성수동1가)",4768.0,스코브,2023-05-08 14:36,U,00:00.0,커피숍
3030000,3030000-101-2022-00200,2022-06-02,,3,폐업,2,폐업,2023-05-03,,,,24972663,81.98,133-825,서울특별시 성동구 성수동1가 685-498,"서울특별시 성동구 서울숲2길 12-8, 2층 (성수동1가)",4768.0,아뜰리에 드라 크레페,2023-05-03 14:54,U,05:00.0,기타
3030000,3030000-104-2022-00079,2022-06-02,,1,영업/정상,1,영업,,,,,070 42484194,47.0,133-821,서울특별시 성동구 성수동1가 660-8,"서울특별시 성동구 왕십리로6길 4-8, 1층 (성수동1가)",4778.0,모프(MOF),2023-04-27 16:11,U,09:00.0,커피숍
3030000,3030000-101-2022-00202,2022-06-03,,1,영업/정상,1,영업,,,,,,120,133-831,서울특별시 성동구 성수동2가 275-12,"서울특별시 성동구 연무장길 114, 2층 (성수동2가)",4786.0,차일디쉬,2023-08-10 9:57,U,02:00.0,기타
3030000,3030000-101-2022-00499,2022-06-03,,1,영업/정상,1,영업,,,,,,13,133-825,서울특별시 성동구 성수동1가 676-9 현대아파트,"서울특별시 성동구 서울숲길 36, 현대아파트 상가동 지1층 2호 (성수동1가)",4768.0,군자산책,2023-02-17 13:12,I,09:00.0,한식
3030000,3030000-101-2022-00208,2022-06-07,,3,폐업,2,폐업,2024-01-16,,,,070 46390214,100,133-835,서울특별시 성동구 성수동2가 315-71 스탈릿성수,"서울특별시 성동구 아차산로 104, 스탈릿성수 3층 (성수동2가)",4782.0,무신사 테라스 성수,2024-01-16 12:58,U,08:00.0,기타
3030000,3030000-101-2022-00206,2022-06-07,,1,영업/정상,1,영업,,,,,,76.93,133-824,서울특별시 성동구 성수동1가 668-90,"서울특별시 성동구 서울숲4길 16-10, 1층 (성수동1가)",4768.0,비파X호커센터,2023-07-07 14:59,U,09:00.0,기타
3030000,3030000-101-2022-00213,2022-06-10,,1,영업/정상,1,영업,,,,,24650933,120.5,133-832,서울특별시 성동구 성수동2가 280 성수 SK V1 CENTER I,"서울특별시 성동구 아차산로17길 48, 성수 SK V1 CENTER I 지1층 RB109호 (성수동2가)",4799.0,스시류블랙 성수낙낙점,2023-12-01 13:01,U,03:00.0,일식
3030000,3030000-101-2022-00220,2022-06-15,,1,영업/정상,1,영업,,,,,,81.08,133-824,서울특별시 성동구 성수동1가 668-53,"서울특별시 성동구 서울숲4길 22-7, 1층 (성수동1가)",4768.0,훈연,2023-09-27 11:01,U,09:00.0,기타
3030000,3030000-104-2022-00088,2022-06-20,,1,영업/정상,1,영업,,,,,261010011,13.38,133-832,서울특별시 성동구 성수동2가 280-6 생각공장데시앙플렉스,"서울특별시 성동구 아차산로17길 49, 생각공장데시앙플렉스 1층 R111호 (성수동2가)",4799.0,라운지엑스알 성수낙낙점,2023-06-09 17:04,U,01:00.0,커피숍
3030000,3030000-101-2022-00236,2022-06-22,,3,폐업,2,폐업,2023-07-20,,,,,48.4,133-823,서울특별시 성동구 성수동1가 656-439 서울숲비즈포레,"서울특별시 성동구 왕십리로10길 6, 서울숲비즈포레 1층 103호 (성수동1가)",4778.0,등심집,2023-07-20 15:48,U,02:00.0,식육(숯불구이)
3030000,3030000-101-2022-00237,2022-06-22,,1,영업/정상,1,영업,,,,,,112.47,133-824,서울특별시 성동구 성수동1가 668-20,"서울특별시 성동구 왕십리로5길 11, 1층 (성수동1가)",4768.0,서울바나나,2023-03-17 16:46,U,09:00.0,기타
3030000,3030000-101-2022-00239,2022-06-24,,3,폐업,2,폐업,2023-06-16,,,,,23.1,133-924,서울특별시 성동구 성수동1가 656-1053,"서울특별시 성동구 왕십리로4가길 2-9, 지1층 (성수동1가)",4778.0,에프터 바버샵(After Barbershop),2023-06-16 13:48,U,08:00.0,기타
3030000,3030000-101-2022-00249,2022-06-28,,3,폐업,2,폐업,2024-01-16,,,,,31.35,133-827,서울특별시 성동구 성수동2가 333-16 이마트 성수점,"서울특별시 성동구 뚝섬로 379, 이마트 성수점 3층 (성수동2가)",4781.0,속초중앙시장해물짬뽕,2024-01-16 16:42,U,08:00.0,중국식
3030000,3030000-101-2022-00251,2022-06-29,,1,영업/정상,1,영업,,,,,,50,133-823,서울특별시 성동구 성수동1가 656-481,"서울특별시 성동구 왕십리로10길 10-1, 1층 101호 (성수동1가)",4778.0,우불성수,2024-01-05 14:44,U,07:00.0,기타
3030000,3030000-101-2022-00250,2022-06-29,,1,영업/정상,1,영업,,,,,,87.12,133-831,서울특별시 성동구 성수동2가 273-13 태광산업,"서울특별시 성동구 연무장15길 11, 태광산업 가(B)동 1층 B124, B125, B126호 (성수동2가)",4783.0,쁘띠 다이너(Petit Diner),2023-10-13 17:20,U,05:00.0,경양식
3030000,3030000-121-2022-00012,2022-07-05,,3,폐업,2,폐업,2023-07-28,,,,,35.97,133-825,서울특별시 성동구 성수동1가 685-310,"서울특별시 성동구 서울숲7길 4, 2층 (성수동1가)",4766.0,메죵 드 빈셉트 크로와상,2023-07-28 11:47,U,00:00.0,제과점영업
3030000,3030000-101-2022-00273,2022-07-22,,3,폐업,2,폐업,2023-11-10,,,,,56.79,133-826,서울특별시 성동구 성수동2가 250-1,"서울특별시 성동구 동일로 75-18, 1층 (성수동2가)",4786.0,마누,2023-11-10 9:07,U,02:00.0,기타
3030000,3030000-101-2022-00285,2022-07-29,,1,영업/정상,1,영업,,,,,,128,133-824,서울특별시 성동구 성수동1가 668-97,"서울특별시 성동구 서울숲2길 29, 3층 (성수동1가)",4768.0,에피타이트,2023-03-17 16:40,U,09:00.0,기타
3030000,3030000-101-2022-00298,2022-08-04,,1,영업/정상,1,영업,,,,,24998987,33.81,133-823,서울특별시 성동구 성수동1가 656-103,"서울특별시 성동구 성수일로3길 3-5, 1층 (성수동1가)",4779.0,파일론 성수,2023-07-12 15:49,U,04:00.0,기타
3030000,3030000-101-2022-00302,2022-08-09,,1,영업/정상,1,영업,,,,,,218.68,133-827,서울특별시 성동구 성수동2가 320-1,"서울특별시 성동구 성수이로 77, 지1층 (성수동2가)",4781.0,캠든파크,2023-12-28 18:07,U,00:00.0,한식
3030000,3030000-101-2022-00308,2022-08-16,,3,폐업,2,폐업,2023-12-18,,,,,55.32,133-924,서울특별시 성동구 성수동1가 656-1008,"서울특별시 성동구 성수일로1길 16, 1층 (성수동1가)",4779.0,새촌식탁,2023-12-18 13:47,U,00:00.0,일식
3030000,3030000-101-2022-00310,2022-08-17,,1,영업/정상,1,영업,,,,,,82.5,133-823,서울특별시 성동구 성수동1가 656-1965 진남빌딩,"서울특별시 성동구 왕십리로8길 8, 진남빌딩 2층 202호 (성수동1가)",4778.0,봉평메밀면사무소,2023-04-05 11:11,U,07:00.0,"외국음식전문점(인도,태국등)"
3030000,3030000-104-2022-00111,2022-08-23,,3,폐업,2,폐업,2023-11-10,,,,7044329928,3.3,133-826,서울특별시 성동구 성수동2가 254-5,"서울특별시 성동구 뚝섬로17길 33, 1층 101호 (성수동2가)",4785.0,로비,2023-11-10 15:27,U,02:00.0,기타 휴게음식점
3030000,3030000-101-2022-00312,2022-08-23,,3,폐업,2,폐업,2023-04-13,,,,7041422917,16,133-823,서울특별시 성동구 성수동1가 656-439 서울숲비즈포레,"서울특별시 성동구 왕십리로10길 6, 서울숲비즈포레 1층 109호 (성수동1가)",4778.0,미엘릿,2023-04-13 15:49,U,05:00.0,기타
3030000,3030000-101-2022-00317,2022-08-24,,3,폐업,2,폐업,2023-05-18,,,,070 44329927,44,133-826,서울특별시 성동구 성수동2가 254-5,"서울특별시 성동구 뚝섬로17길 33, 1층 102호 (성수동2가)",4785.0,야야호,2023-05-18 12:43,U,00:00.0,경양식
3030000,3030000-101-2022-00318,2022-08-25,,1,영업/정상,1,영업,,,,,,70,133-832,서울특별시 성동구 성수동2가 277-56,"서울특별시 성동구 아차산로 135, 1층 (성수동2가)",4797.0,왕삼겹촌돼지,2023-04-07 9:28,U,09:00.0,한식
3030000,3030000-101-2022-00322,2022-08-30,,1,영업/정상,1,영업,,,,,,154,133-832,서울특별시 성동구 성수동2가 277-47,"서울특별시 성동구 아차산로13길 11, 1층 (성수동2가)",4797.0,아즈니섬,2023-06-12 16:36,U,04:00.0,기타
3030000,3030000-101-2022-00323,2022-08-30,,1,영업/정상,1,영업,,,,,,318.13,133-835,서울특별시 성동구 성수동2가 302-4 남양에코넷센터,"서울특별시 성동구 아차산로 78, 1층 (성수동2가)",4782.0,이구성수,2023-04-05 13:25,U,07:00.0,기타
3030000,3030000-101-2022-00328,2022-09-01,,3,폐업,2,폐업,2024-01-03,,,,,50,133-832,서울특별시 성동구 성수동2가 278-35,"서울특별시 성동구 아차산로13길 31, 2층 (성수동2가)",4796.0,다이브인(DIVEIN),2024-01-03 9:17,U,05:00.0,기타
3030000,3030000-121-2022-00018,2022-09-05,,3,폐업,2,폐업,2023-02-03,,,,070 86914453,18.6,133-823,서울특별시 성동구 성수동1가 656-483,"서울특별시 성동구 왕십리로10길 8, 1층 (성수동1가)",4778.0,포포민즈낫띵,2023-02-03 11:04,U,05:00.0,제과점영업
3030000,3030000-101-2022-00334,2022-09-05,,3,폐업,2,폐업,2023-07-25,,,,,24,133-823,서울특별시 성동구 성수동1가 656-353,"서울특별시 성동구 상원길 69, 1층 (성수동1가)",4788.0,컴인와인,2023-07-25 11:35,U,07:00.0,기타
3030000,3030000-101-2022-00337,2022-09-07,,1,영업/정상,1,영업,,,,,,40,133-827,서울특별시 성동구 성수동2가 331-79,"서울특별시 성동구 성덕정21길 19, 2층 (성수동2가)",4776.0,성수회관,2023-02-28 13:49,U,03:00.0,한식
3030000,3030000-101-2022-00343,2022-09-15,,1,영업/정상,1,영업,,,,,,38,133-829,서울특별시 성동구 성수동2가 572-4,"서울특별시 성동구 성덕정21길 6, 1층 (성수동2가)",4777.0,서래,2023-02-16 16:25,U,08:00.0,분식
3030000,3030000-101-2022-00351,2022-09-21,,3,폐업,2,폐업,2023-11-21,,,,,50,133-832,서울특별시 성동구 성수동2가 280 성수 SK V1 CENTER I,"서울특별시 성동구 아차산로17길 48, 성수 SK V1 CENTER I 1층 R123호 (성수동2가)",4799.0,샌드위밋 성수낙낙점,2023-11-21 16:12,U,03:00.0,기타
3030000,3030000-101-2022-00352,2022-09-21,,3,폐업,2,폐업,2023-01-31,,,,02  497 2025,43.76,133-832,서울특별시 성동구 성수동2가 280 성수 SK V1 CENTER I,"서울특별시 성동구 아차산로17길 48, 성수 SK V1 CENTER I 지1층 RB117호, RB119호 (성수동2가)",4799.0,구월의 서랍,2023-01-31 15:15,U,02:00.0,기타
3030000,3030000-121-2022-00019,2022-09-22,,3,폐업,2,폐업,2023-11-15,,,,25441204,150.0,133-834,서울특별시 성동구 성수동2가 300-11 에프투텔레콤,"서울특별시 성동구 아차산로 83, 에프투텔레콤 1층 (성수동2가)",4793.0,플럼프,2023-11-15 10:30,U,07:00.0,제과점영업
3030000,3030000-101-2022-00360,2022-09-27,,3,폐업,2,폐업,2023-09-21,,,,,80,133-828,서울특별시 성동구 성수동2가 565,"서울특별시 성동구 성덕정17길 11, 2층 (성수동2가)",4776.0,손수도 니카이,2023-09-21 13:31,U,03:00.0,기타
3030000,3030000-101-2022-00366,2022-09-29,,3,폐업,2,폐업,2023-08-04,,,,,19.8,133-924,서울특별시 성동구 성수동1가 656-823,"서울특별시 성동구 왕십리로14길 24, 1층 (성수동1가)",4789.0,슈아브 성수점,2023-08-04 14:51,U,06:00.0,기타
3030000,3030000-101-2022-00372,2022-10-07,,1,영업/정상,1,영업,,,,,,54.74,133-825,서울특별시 성동구 성수동1가 685-704 언더 스탠드 에비뉴,"서울특별시 성동구 왕십리로 63, 언더 스탠드 에비뉴 1층 A2호, A3호 (성수동1가)",4769.0,가치공간-서울숲점,2023-03-16 13:53,U,08:00.0,기타
3030000,3030000-104-2022-00135,2022-10-13,,1,영업/정상,1,영업,,,,,,137.91,133-827,서울특별시 성동구 성수동2가 321-29,"서울특별시 성동구 성수일로4가길 10, 1, 2층 (성수동2가)",4781.0,더블하이트 갤러리카페,2023-02-10 11:43,U,02:00.0,커피숍
3030000,3030000-101-2022-00384,2022-10-19,,3,폐업,2,폐업,2024-01-12,,,,02  15888922,193.47,133-823,서울특별시 성동구 성수동1가 656-591 서울숲A타워,"서울특별시 성동구 상원1길 26, 서울숲A타워 1층 101호,102호,103호 (성수동1가)",4779.0,성수동 셋째집,2024-01-12 15:50,U,04:00.0,한식
3030000,3030000-101-2022-00393,2022-10-25,,1,영업/정상,1,영업,,,,,27948921,261.05,133-825,서울특별시 성동구 성수동1가 685-700 아크로 서울포레스트,"서울특별시 성동구 왕십리로 83-21, 디타워 스트리트동 지1층 B101-3호 (성수동1가, 아크로 서울포레스트)",4769.0,고든램지 스트리트 피자 서울숲점,2024-01-12 15:25,U,04:00.0,경양식
3030000,3030000-101-2022-00398,2022-10-27,,1,영업/정상,1,영업,,,,,,107.41,133-819,서울특별시 성동구 성수동1가 72-129 경배빌딩,"서울특별시 성동구 뚝섬로 337, 1층 (성수동1가)",4780.0,정성옥 성수점,2023-12-06 13:57,U,08:00.0,기타
3030000,3030000-101-2022-00408,2022-11-02,,3,폐업,2,폐업,2023-07-31,,,,,54.22,133-827,서울특별시 성동구 성수동2가 321-55 STIC55,"서울특별시 성동구 성수일로4가길 7, STIC55 8층 (성수동2가)",4781.0,성수루,2023-07-31 16:42,U,02:00.0,패밀리레스트랑
3030000,3030000-101-2022-00416,2022-11-07,,1,영업/정상,1,영업,,,,,,30,133-819,서울특별시 성동구 성수동1가 274-2,"서울특별시 성동구 성덕정9가길 2, 1층 (성수동1가)",4775.0,강진 숯불갈비,2023-10-05 14:42,U,07:00.0,기타
3030000,3030000-101-2022-00424,2022-11-11,,1,영업/정상,1,영업,,,,,,95,133-824,서울특별시 성동구 성수동1가 668-38,"서울특별시 성동구 왕십리로5길 9-20, 4층 (성수동1가)",4768.0,뉴앳던(New at dawn),2023-04-04 11:34,U,06:00.0,기타
3030000,3030000-101-2022-00426,2022-11-14,,1,영업/정상,1,영업,,,,,02  60131943,65.91,133-821,서울특별시 성동구 성수동1가 661-4,"서울특별시 성동구 왕십리로 94, 3층 (성수동1가)",4778.0,피자먹다 성수점/뜨리에이치,2023-12-29 9:29,U,01:00.0,기타
3030000,3030000-101-2022-00428,2022-11-14,,3,폐업,2,폐업,2023-12-14,,,,,84,133-832,서울특별시 성동구 성수동2가 277-56 삼양정밀,"서울특별시 성동구 아차산로11길 3, 삼양정밀 1층 (성수동2가)",4797.0,캐주얼 성수,2023-12-14 13:38,U,06:00.0,기타
3030000,3030000-101-2022-00433,2022-11-18,,1,영업/정상,1,영업,,,,,,262.7,133-822,서울특별시 성동구 성수동1가 14-18 서울숲 코오롱디지털타워 Ⅲ,"서울특별시 성동구 아차산로 49, 서울숲 코오롱디지털타워 Ⅲ 1층 103, 104호 (성수동1가)",4790.0,본말감자탕 뚝섬역점,2023-08-03 13:47,U,05:00.0,한식
3030000,3030000-101-2022-00441,2022-11-22,,3,폐업,2,폐업,2023-04-28,,,,,49.58,133-823,서울특별시 성동구 성수동1가 656-574,"서울특별시 성동구 성수일로1길 8, 1층 (성수동1가)",4779.0,코너바,2023-04-28 14:52,U,00:00.0,한식
3030000,3030000-101-2022-00449,2022-11-28,,1,영업/정상,1,영업,,,,,,81.83,133-823,서울특별시 성동구 성수동1가 656-482,"서울특별시 성동구 왕십리로10길 10, 2층 (성수동1가)",4778.0,아파스타먼,2023-02-21 9:01,U,03:00.0,기타
3030000,3030000-101-2022-00453,2022-12-01,,1,영업/정상,1,영업,,,,,,68,133-825,서울특별시 성동구 성수동1가 685-502,"서울특별시 성동구 서울숲2길 13, 2층 (성수동1가)",4768.0,GTS 포레스트,2024-01-04 10:44,U,06:00.0,기타
3030000,3030000-101-2022-00465,2022-12-08,,3,폐업,2,폐업,2023-08-07,,,,,94.17,133-823,서울특별시 성동구 성수동1가 656-439 서울숲비즈포레,"서울특별시 성동구 왕십리로10길 6, 서울숲비즈포레 1층 108호 (성수동1가)",4778.0,삼선회사랑 뚝섬점,2023-08-07 16:05,U,09:00.0,일식
3030000,3030000-104-2022-00164,2022-12-15,,3,폐업,2,폐업,2023-11-10,,,,,28.0,133-826,서울특별시 성동구 성수동2가 221-17,"서울특별시 성동구 성덕정길 130, 1층 (성수동2가)",4777.0,GLU(글루),2023-11-10 11:24,U,02:00.0,커피숍
3030000,3030000-101-2022-00471,2022-12-15,,1,영업/정상,1,영업,,,,,,123.5,133-825,서울특별시 성동구 성수동1가 685-700 아크로 서울포레스트,"서울특별시 성동구 왕십리로 83-21, 디타워 스트리트동 지1층 B110호, B111호 (성수동1가, 아크로 서울포레스트)",4769.0,ttitto 띠또분식,2023-03-30 14:24,U,01:00.0,분식
3030000,3030000-101-2022-00481,2022-12-20,,3,폐업,2,폐업,2023-07-26,,,,,90.2,133-835,서울특별시 성동구 성수동2가 316-48,"서울특별시 성동구 연무장길 37-22, 1층, 2층 (성수동2가)",4782.0,더바투(THE BATU),2023-07-26 15:57,U,08:00.0,기타
3030000,3030000-104-2022-00167,2022-12-23,,1,영업/정상,1,영업,,,,,,55.55,133-822,서울특별시 성동구 성수동1가 7-15,"서울특별시 성동구 왕십리로14길 25, 1층 (성수동1가)",4788.0,쿠키도우즈(COOKIE DOUGHS),2023-04-19 12:49,U,01:00.0,일반조리판매
3030000,3030000-101-2022-00486,2022-12-26,,3,폐업,2,폐업,2023-11-17,,,,070 86676992,41.1,133-822,서울특별시 성동구 성수동1가 13-209,"서울특별시 성동구 상원12길 34, 1층 105호 (성수동1가)",4790.0,시드니 김치찜(뚝섬점),2023-11-17 11:50,U,09:00.0,한식
3030000,3030000-101-2022-00497,2022-12-30,,1,영업/정상,1,영업,,,,,,13,133-826,서울특별시 성동구 성수동2가 269-163,"서울특별시 성동구 연무장길 100-15, 1층 (성수동2가)",4785.0,성수닭꼬치,2023-09-11 15:53,U,03:00.0,한식
