구분,팝업스토어,기간,시작 날짜,종료 날짜,권역,위치,태그
캐릭터/IP,철권 파이트 라운지 팝업스토어,24.01.22 - 24.01.29,24.01.22,24.01.29,여의도,서울특별시 영등포구 여의대로 108 파크원 지하 1층 이벤트 플라자,"철권, 전시, 체험, 사인회, 굿즈, 게임, 포토부스"
문화/예술,Breeze 展,24.01.24 - 24.02.13,24.01.24,24.02.13,종로,서울특별시 종로구 삼청로 127-2 갤러리일호,"갤러리일호, breeze, 김옥진, 리오지, 전다래, 최승윤, 전시, 기획전, 삼청동"
문화/예술,킴밍 개인전 <LOVELY DAYS>,24.01.24 - 24.03.12,24.01.24,24.03.12,명동,"서울특별시 중구 서소문로 116 유원빌딩 유원빌딩 1601호, 라이크디즈1601","킴밍, kimmming, 전시, 개인전, iovedays, 일러스트, 엽서, 굿즈"
F&B,발렌타인 무릉도원 팝업,24.01.24 - 24.02.12,24.01.24,24.02.12,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 아트리움 1층,"발렌타인, ballantines, 글렌버기, 싱글몰트, 무릉도원, 위스키, 함보경, 롯데월드몰"
F&B,노노샵 X 한글과자 팝업스토어,24.01.24 - 24.02.29,24.01.24,24.02.29,한남,서울특별시 용산구 보광로 90 태광빌딩 2층 202호,"한글과자, 노노샵, 아그르왈, 타일러라쉬, 이벤트, 비건, 식물성, 카페"
F&B,개울 팝업스토어,24.01.24 - 24.08.31,24.01.24,24.08.31,수원,경기도 수원시 장안구 수성로 175 스타필드 수원 3층,"개울, 디저트, 간식, 샌드쿠키, 수원이샌드, 수원이, 수원, 행궁, 아이스크림, 굿즈, 이벤트"
여행,우리가 걸어온 날들,24.01.24 - 24.01.31,24.01.24,24.01.31,홍대,서울특별시 마포구 동교로51길 51 2층 비스켓스튜디오,"전시, 여행, 여행집, 쇼룸"
뷰티,아도르 성수 팝업스토어,24.01.25 - 24.01.31,24.01.25,24.01.31,성수,서울특별시 성동구 아차산로11길 3 삼양정밀 1층,"아도르, lador, 샴푸, 헤어케어, 트리트먼트, 플래그십스토어"
엔터테인먼트,AB6IX : 예삐분실물 센터,24.01.25 - 24.01.31,24.01.25,24.01.31,성수,서울특별시 성동구 성수일로 40 1층,"ab6ix, 예삐분실물센터, 아이돌, 굿즈, 럭키드로우"
패션/잡화,PUMA <FOREVER. SPEEDCAT.> 팝업,24.01.25 - 24.01.28,24.01.25,24.01.28,성수,서울특별시 성동구 성수이로18길 6-1,"푸마, puma, 스피드캣, speedcat, 성수, 이벤트, 운동화, 스니커즈"
캐릭터/IP,네이버웹툰 가비지타임 팝업스토어,24.01.25 - 24.02.07,24.01.25,24.02.07,여의도,서울특별시 영등포구 영중로 15 타임스퀘어 3층 SQUARE X,"가비지타임, 웹툰, 만화, 농구, 이벤트, 포토존, 굿즈, 타임스퀘어"
도서/문구,신이어마켙 X 라인프렌즈 성수,24.01.26 - 24.02.13,24.01.26,24.02.13,성수,서울특별시 성동구 성수이로 77 라인프렌즈스퀘어성수 1-2F,"신이어마켙, 라인프렌즈, 성수, 굿즈, 자판기, 이벤트"
문화/예술,오사카 파노라마 展,24.01.26 - 24.04.07,24.01.26,24.04.07,종로,서울특별시 종로구 세종대로 175 광화문 세종문화회관,"오사카, 파노라마료, 후지시로세이지, 전시회, 미술관, 광화문"
스포츠/건강,풋볼스탠다드 팝업스토어,24.01.26 - 24.02.18,24.01.26,24.02.18,기타,경기도 의왕시 바라산로 1 롯데프리미엄아울렛 타임빌라스 롯데프리미엄아울렛 타임빌라스,"풋볼스탠다드, 토트넘, 맨시티, 아스널, 축구, 의왕, 롯데프리미엄아울렛"
F&B,Luke's Lobster 팝업스토어 in 롯데월드몰,24.01.26 - 24.02.04,24.01.26,24.02.04,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 B1층 도토리숲 맞은편,"씨푸드, 레스토랑, 루크스, 랍스터, 롯데월드몰"
F&B,젠틀맨스 컷 팝업스토어,24.01.26 - 24.02.08,24.01.26,24.02.08,성수,서울특별시 성동구 상원1길 21 한양현대아파트 상가 와인픽스 성수점,"젠틀맨스컷, 위스키, 스테판커리, stephencurry, 와인픽스, 성수, 이벤트"
패션/잡화,AKOL season's greetings pop up,24.01.26 - 24.01.28,24.01.26,24.01.28,홍대,서울특별시 마포구 동교로38안길 11 B1층,"연남마루, 아콜, akol, 의류, 패션, 홍대, 연남동"
패션/잡화,아웃사이드프로그 <Where is brand going?>,24.01.26 - 24.01.28,24.01.26,24.01.28,한남,서울특별시 용산구 이태원로 294 블루스퀘어,"아웃사이드프로그, outsidefrog, whereisbrandgoing, 패션, 의류, 용산, 블루스퀘어, 밀리터리"
패션/잡화,올리베 팝업스토어,24.01.26 - 24.02.01,24.01.26,24.02.01,분당,경기도 성남시 분당구 판교역로146번길 20 현대백화점 판교점 4F 아이코닉 스퀘어,"올리베, olivet, 패션, 잡화, 가방, 키링, 장갑, 볼캡, 현대백화점"
패션/잡화,YURT X 더현대 서울 팝업스토어,24.01.26 - 24.02.21,24.01.26,24.02.21,여의도,서울특별시  영등포구 여의대로 108 (파크원) 2층 자스민라운지 옆,"더현대서울, 유르트, 가방, 팝업, 자연, 공예, bigbag, sale, 가죽, 신상"
캐릭터/IP,베베 더 오리 in 더현대 대구,24.01.26 - 24.02.04,24.01.26,24.02.04,대구,대구광역시 중구 달구벌대로 2077 현대백화점 9층 포럼샵,"베베더오리, 소품, 굿즈, 캐릭터, 더현대"
캐릭터/IP,영이의 숲 팝업스토어,24.01.26 - 24.02.08,24.01.26,24.02.08,대구,대구광역시 중구 달구벌대로 2077 현대백화점 4층 팝업스토어,"영이의숲, 영숲, 꽃카, 쿼카, 젤리크루, 더현대, 대구, 할인"
캐릭터/IP,브롤스타즈 팝업스토어,24.01.26 - 24.02.15,24.01.26,24.02.15,수원,경기도 수원시 장안구 수성로 175 1F,"브롤스타즈, 슈퍼셀, 체험, 이벤트, 굿즈, 포토존, 게임, 스타필드"
캐릭터/IP,슈야의 스위트샵 in 홍대,24.01.26 - 24.03.07,24.01.26,24.03.07,홍대,서울특별시 마포구 양화로 162 좋은사람들 빌딩 카카오프렌즈 홍대 플래그십 스토어 1~2층,"슈야, 토야, 스위트샵, 초콜릿, 굿즈, 이벤트, 카카오프렌즈"
문화/예술,이슬로 개인전 'THE PRESENT',24.01.27 - 24.02.24,24.01.27,24.02.24,성수,서울특별시 성동구 아차산로 120 베델 플레이스 2층 CDA GALLERY,"이슬로, 개인전, 성수, cda, 미술관, 갤러리, thepresent"
반려동물/식물,YIYAE X KINCHI 콜라보 팝업,24.01.27 - 24.01.28,24.01.27,24.01.28,강남,서울특별시 강남구 강남대로162길 35 1층 나이스웨더마켓,"YIYAE, KINCHI, 나이스웨더, 패션, 유기견, 애견용품, 기부, 강남"
패션/잡화,CATEGORY 9 Sweat Store,24.01.27 - 24.02.25,24.01.27,24.02.25,성수,서울특별시 성동구 연무장길 81 남경빌딩 1층,"카테고리9, 패션, 의류, 패딩, sweatshirt, 백팩"
뷰티,KEYTH : 위시 드래곤,24.01.29 - 24.02.04,24.01.29,24.02.04,여의도,서울특별시 영등포구 여의대로 108 파크원 1F GATE 3 앞,"키스, keyth, 핸드크림, 향수, 위시드래곤, 이벤트"
문화/예술,북촌 조향사의 집 展,24.01.30 - 24.04.30,24.01.30,24.04.30,종로,서울특별시 종로구 북촌로 43 북촌 조향사의 집,"storya, 프로젝트갤러리, 북촌, 조향사의집, 전시"
F&B,블루밍 블루 카페,24.01.30 - 24.03.03,24.01.30,24.03.03,성수,서울특별시 성동구 성수일로 56 성수동BY센터 무브모브 성수,"블루밍테일, 카페, 무브모브, 헬로우봇, 성수, 키링"
향수/향,에어슬랜드 X TTRS 팝업,24.01.30 - 24.03.17,24.01.30,24.03.17,성수,서울특별시 성동구 아차산로9길 12 1층 TTRS,"에어슬랜드, TTRS, 캔들, 양초, 선물, 이벤트"
캐릭터/IP,스폰지밥 <스윗 투게더>,24.01.30 - 24.02.26,24.01.30,24.02.26,성수,서울특별시 성동구 연무장길 38-1 엘리자베스빌딩 도어투성수 1층,"도어투성수, gs25, 스폰지밥, 뚱이, 캐릭터, 편의점, 발렌타인, 포토존, 이벤트"
캐릭터/IP,무직타이거 뚱랑이와 새콤달콤 딸기 파티!,24.01.30 - 24.03.24,24.01.30,24.03.24,홍대,서울특별시 마포구 어울마당로 65 상상마당빌딩 디자인스퀘어 2F,"무직타이거, 뚱랑이, 딸기파티, 소품, 굿즈, 이벤트, 홍대"
엔터테인먼트,미스터트롯2 <웰컴 투 마이 홈>,24.01.31 - 24.02.14,24.01.31,24.02.14,여의도,서울특별시 영등포구 여의대로 108 파크원 지하 1층 대행사장,"미스터트롯2, tv조선, 트로트, 웰컴투마이홈, 굿즈"
기관/금융,서울라이프 성수 팝업,24.02.01 - 24.02.04,24.02.01,24.02.04,성수,서울특별시 성동구 연무장5길 20 1F Scène,"서울, 쎈느, 굿즈, 전시, 포토존, 체험, 라면, 시식, 이벤트, 성수, 서울라이프, 서울특별시"
뷰티,파워퍼프걸 컬러그램 팝업스토어 in 올리브영 강남타운점,24.02.01 - 24.02.29,24.02.01,24.02.29,강남,서울특별시 서초구 강남대로 429 올리브영 강남 타운,"올리브영, 컬러그램, 파워퍼프걸, 이벤트, 강남"
F&B,허씨네 초콜릿 가게,24.02.01 - 24.02.07,24.02.01,24.02.07,여의도,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터 여의도 IFC몰 노스 아트리움,"허쉬, hershey, 초콜릿, 여의도, ifc몰, 포토존, 헤리티지존, 이벤트, 럭키드로우"
F&B,페레로로쉐 Show Your Golden Love 팝업스토어,24.02.01 - 24.02.14,24.02.01,24.02.14,종로,서울특별시 종로구 세종대로 169 삼보빌딩,"페레로로쉐, ferrerorocher, 초콜릿, 오리진스, 발렌타인데이, 포토존"
F&B,<대전 새로댁 : 새로운 신년잔치> 새로 소주 팝업스토어,24.02.01 - 24.02.21,24.02.01,24.02.21,대전,"대전광역시 서구 둔산로 32-21 한미빌딩 1F, 2F 대전 루트커피","새로, 꿈돌이, 대전, 제로슈거, 소주, 롯데, 롯데칠성음료, 굿즈, 체험, 주류"
패션/잡화,고다신 팝업스토어,24.02.01 - 24.02.07,24.02.01,24.02.07,여의도,서울특별시 영등포구 여의대로 108 파크원 B2F EAST ZONE,"고다신, godashin, 패션, 의류, 굿즈, 키링, 이벤트"
패션/잡화,몽끄 팝업스토어,24.02.01 - 24.02.14,24.02.01,24.02.14,성수,서울특별시 성동구 연무장5길 19 노아베이커리 건물,"몽그, mongque, 디자이너백, 스포츠, 가방, 할인, 이벤트"
캐릭터/IP,크크롱 작심삼일 파티,24.02.01 - 24.02.14,24.02.01,24.02.14,기타,경기도 안성시 공도읍 서동대로 3930-39 스타필드 안성 스타필드 안성 1F 센트럴 아트리움,"크크롱, 신년운세, 스타필드, 이벤트, 안성, 포토존, 동서남북"
캐릭터/IP,수키도키 팝업스토어,24.02.01 - 24.02.14,24.02.01,24.02.14,여의도,서울특별시 영등포구 여의대로 108 파크원 지하 2층 아이코닉존,"수키도키, sukeydokey, 쥐순이, 쥐구멍가게, 캐릭터, 굿즈, 소품"
뷰티,에스티 로더 : 더블웨어 스퀘어 팝업,24.02.02 - 24.02.04,24.02.02,24.02.04,성수,서울특별시 성동구 연무장11길 13 플랜트란스 성수플래그쉽,"에스티로더, 더블웨어스퀘어, 베이스, 쿠션, 립스틱, 화장품, 성수"
뷰티,LUSH <LOVE LOUNGE>,24.02.02 - 24.02.07,24.02.02,24.02.07,성수,서울특별시 성동구 연무장길 90 디플랫 디에프제트 3층,"러쉬, lush, 성수, 발렌타인, 러브라운지, 포토부스, 체험"
뷰티,다이슨 헤어케어 팝업스토어,24.02.02 - 24.02.22,24.02.02,24.02.22,잠실,서울특별시 송파구 올림픽로 240 롯데월드 롯데백화점 잠실점 1층,"다이슨, dyson, 지수, 헤어케어, 고데기, 드라이기, 롯데백화점"
F&B,"오레오 팝업스토어 : Love, OREO",24.02.02 - 24.02.15,24.02.02,24.02.15,하남,경기도 하남시 미사대로 750 스타필드 하남 1층,"오레오, 과자, 굿즈, 포토존, 이벤트, 체험, 스타필드, 하남"
F&B,린트 린도 팝업스토어,24.02.02 - 24.02.25,24.02.02,24.02.25,기타,경기도 시흥시 서해안로 699 시흥 프리미엄 아울렛 1층 에스컬레이터 옆 특설 행사장,"린트, lindt, 린도, 초콜릿, 발렌타인, 이벤트, 룰렛, 시흥"
엔터테인먼트,(G)I-DLE Super Lady POP-UP,24.02.02 - 24.02.19,24.02.02,24.02.19,강남,서울특별시 강남구 강남대로160길 42 1-2F,"여자아이들, 라인프렌즈, superlady, 굿즈, kpop, 아이돌, 우기, 민니, 슈화, 소연"
패션/잡화,엄브로 100주년 <MR.UM's CLEANERS>,24.02.02 - 24.06.26,24.02.02,24.06.26,성수,서울특별시 성동구 연무장길 88 1층 XYZ STORE,"엄브로, umbro, 100주년, 컨셉스토어, 의류, 드라이크리닝, 셔츠, 세탁, 패션"
캐릭터/IP,레고 팝업 : 플레이 테라스 1차,24.02.02 - 24.02.08,24.02.02,24.02.08,종로,서울특별시 종로구 율곡로 1 2층 테라스꾸까,"레고, 플레이테라스, 발렌타인데이, 전시, 포토존, 체험"
캐릭터/IP,꼬따꼬뜨플래닛 : 제트의 농장,24.02.02 - 24.02.18,24.02.02,24.02.18,홍대,서울특별시 마포구 동교로38안길 11 연남마루 B1층,"꼬따꼬뜨플래닛, 제트의농장, 연남마루, 체험, 이벤트, 포토존, 캐릭터"
리빙/라이프스타일,송글송글 찜질방,24.02.03 - 24.04.28,24.02.03,24.04.28,홍대,서울특별시 마포구 양화로 144 MERCURE 앰배서더 HOTEL 홍대 T factory,"송글송글찜질방, 티팩토리, 홍대, 전시, 체험, 이벤트, 도파민, 디톡스, SK텔레콤, 통신사"
F&B,M&M'S V-DAY POP-UP STORE,24.02.03 - 24.02.25,24.02.03,24.02.25,기타,경기도 파주시 탄현면 필승로 200 파주프리미엄아울렛 L1 와인앤 모어 앞,"m&m, 엠엔엠즈, 초콜릿, 발렌타인, 포토존, 파주"
패션/잡화,컨버스X펑첸왕 <CREATE NEXT : MY HALF>,24.02.03 - 24.02.04,24.02.03,24.02.04,성수,서울특별시 성동구 성수이로 97 EMPTY,"컨버스, converse, 펑첸왕, 성수, empty, 체험, 콜라보, 전시"
캐릭터/IP,더쿠의 만물상 팝업스토어,24.02.03 - 24.03.03,24.02.03,24.03.03,용산,서울특별시  용산구 한강대로23길 55 (용산역) 6층 팝콘D스퀘어,"대원미디어, 캐릭터, 굿즈, 용산아이파크몰, 리락쿠마, 치이카와, 피규어, 주술회전, 귀멸의칼날, 만화책"
기타,COMMON VALENTINE'S DAY,24.02.06 - 24.03.17,24.02.06,24.03.17,건대,서울특별시 광진구 아차산로 200 커먼그라운드 MH동 1F 중앙 광장,"커먼그라운드, 발렌타인, 로즈베어, 포토존, 이벤트, 데이트"
향수/향,KEYTH : LOVE IS PING-PONG,24.02.06 - 24.02.27,24.02.06,24.02.27,성수,서울특별시 성동구 연무장길 21 톰그레이하운드 성수점,"키스, KEYTH, 톰그레이하운드, 핸드크림, 향수"
엔터테인먼트,NONFUNGIBLE : 대체불가한 당신의 이야기,24.02.08 - 24.02.18,24.02.08,24.02.18,성수,서울특별시 성동구 연무장길 26 베이직 스튜디오,"류덕환, 에틱, ETIC, 논펀저블, 전시, 배우, 베이직스튜디오"
엔터테인먼트,NCT WISH <WISH STATION>,24.02.08 - 24.02.21,24.02.08,24.02.21,여의도,서울특별시 영등포구 여의대로 108 파크원 B2 아이코닉,"nct, 엔시티, 포토존, 이벤트, 굿즈, 아이돌, SM"
캐릭터/IP,플레이인더박스 X 똑똑도미토리 POP UP STORE in COEX,24.02.08 - 24.03.10,24.02.08,24.03.10,강남,서울특별시 강남구 영동대로 513 코엑스 코엑스 B2F,"플레이인더박스, 똑똑도미토리, 연더랜드, 뾰롱, 피곤한덤덤, 수집가무무, 이십오일, 베베, 피규어"
캐릭터/IP,똑똑 도미토리 X 플레이인더박스 팝업스토어,24.02.08 - 24.03.10,24.02.08,24.03.10,강남,서울특별시 강남구 영동대로 513 코엑스 B2F 메가박스 안,"연더랜드, 피곤한덤덤, 25일, 수집가무무, 뾰롱이, 베베, 플레이인더박스, 똑똑도미토리, 코엑스"
캐릭터/IP,빈센트반곰흐 팝업스토어,24.02.11 - 24.02.22,24.02.11,24.02.22,분당,경기도 성남시 분당구 판교역로146번길 20 현대백화점 판교점 4F 아이코닉스퀘어,"빈센트반곰흐, 곰인형, 빈티지, 보이즈베어, 소품샵, 테디베어, 판교"
캐릭터/IP,레고 팝업 : 플레이 테라스 2차,24.02.12 - 24.02.24,24.02.12,24.02.24,종로,서울특별시 종로구 율곡로 1 2층 테라스꾸까,"레고, 플레이테라스, 발렌타인데이, 전시, 포토존, 이벤트"
도서/문구,놀러와 방! 민마의 방,24.02.13 - 24.02.25,24.02.13,24.02.25,성수,서울특별시 성동구 연무장17길 10 LCDC 1층,"전시, 캐릭터, 희귀질환, 디자인, 문구, 리빙, 포토존, 굿즈, 소품"
리빙/라이프스타일,지구 반창고 : 지구도 반한 프릿지 창고,24.02.13 - 24.02.25,24.02.13,24.02.25,성수,서울특별시 성동구 아차산로 53 타워개발 성수동 PLLI 플리,"프릿지, fridge, 지구반창고, 전시, 친환경, 제로웨이스트, 업사이클, 사회적기업, 성수"
F&B,아모레 성수 X 폴바셋 <Cupid's Lab>,24.02.13 - 24.03.03,24.02.13,24.03.03,성수,서울특별시 성동구 아차산로11길 7 (주)아세아이엔티 아모레성수,"아모레, 성수, 폴바셋, 카페, 발렌타인, 큐피드"
캐릭터/IP,옐토네 꽃밭,24.02.13 - 24.02.18,24.02.13,24.02.18,홍대,서울특별시 마포구 동교로38안길 17 수앤지빌 팔시보스토어 1층,"옐토, yelto, 팔시보스토어, 포토존, 키링, 스티커"
엔터테인먼트,뭉순임당 X 더현대 대구 팝업스토어,24.02.14 - 24.02.22,24.02.14,24.02.22,대구,대구광역시 중구 달구벌대로 2077 현대백화점 B2층,"뭉순임당, 왼그기그, 소프트썸네일, 더현대, 대구, 굿즈, 전시"
여행,상상마당 x 리틀템포 팝업스토어 '서울 여행 : Travel Seoul',24.02.14 - 24.04.21,24.02.14,24.04.21,홍대,서울특별시 마포구 어울마당로 65 상상마당빌딩 KT&G 상상마당 디자인스퀘어 1F,"리틀템포, 상상마당, 홍대, 서울여행, 굿즈, AJASSI, 백반디자인"
패션/잡화,ESSENTIAL by EQL : 24 SPRING POP-UP,24.02.14 - 24.03.14,24.02.14,24.03.14,성수,서울특별시 성동구 연무장15길 11 태광산업 EQL GROVE 1층,"EQL, EQLSPACE, EQLGROVE, 24collection, 공감각, 체험, 의류, 패션, 컬렉션, 에센셜"
향수/향,포인트투파이브세컨드 [Digging in my Timeline] POP-UP,24.02.14 - 24.04.07,24.02.14,24.04.07,홍대,서울특별시  마포구 포은로 99 XXPRESS,"digginginmytimeline, 포인트투파이브세컨드, pointtwofivesecond, 025s, 포인트투파이브세컨드팝업, 향수팝업, 향수팝업스토어, 망원팝업, 팝업, 팝업스토어, 팝업추천, 팝업스토어추천, 향수브랜드, 향수쇼룸, 망원가볼만한곳, 합정가볼만한곳, 홍대가볼만한곳, 서울핫플, 홍대핫플, 데이트추천, 실내데이트, 서울여행"
패션/잡화,THE ‘siweol.107&MUHA’ POP-UP STORE,24.02.15 - 24.02.29,24.02.15,24.02.29,성수,서울특별시 성동구 서울숲4길 28-3 3층,"시월107, 무하, 콜라보, siweol, 패션, 주얼리, 가방, 잡화, 이벤트, 서울숲"
패션/잡화,런던언더그라운드 24spring_더현대서울,24.02.15 - 24.03.07,24.02.15,24.03.07,여의도,서울특별시 영등포구 여의대로 108 파크원 B2,"런던언더그라운드, 더현대, 의류, EQL, 패션"
F&B,CURRY POUNDCAKE POP UP,24.02.16 - 24.02.18,24.02.16,24.02.18,성수,서울특별시 성동구 연무장길 13 온더무브,"오뚜기, 카레, 모루비, 콜라보, 파운드케이크"
F&B,트레비 토닉 워터 미니 팝업 <라이브 토닉 바>,24.02.16 - 24.02.25,24.02.16,24.02.25,한남,서울특별시 용산구 회나무로 21 2층 부기우기,"트레비, 부기우기, 롯데칠성음료, 토닉, 이태원, 재즈바"
엔터테인먼트,이세계아이돌 <이세돌 팝업봤?>,24.02.16 - 24.02.29,24.02.16,24.02.29,여의도,서울특별시 영등포구 여의대로 108 파크원 지하 1층,"이세계, 이세돌, 위드뮤, 우왁굳, 버츄얼, 아이돌, 굿즈, 더현대"
엔터테인먼트,르세라핌 2024 S/S POP UP,24.02.16 - 24.03.03,24.02.16,24.03.03,성수,서울특별시 성동구 금호로3길 14 금호동교회,"르세라핌, 굿즈, 이벤트, 체험, 증강현실, 이지, 금호"
전자제품/자동차,"캐스퍼를 타다, 봄을 타다",24.02.16 - 24.04.28,24.02.16,24.04.28,부산,부산광역시 부산진구 서면로 39 KT&G 상상마당부산 1F 라운지,"캐스퍼, 현대자동차, 봄, 벚꽃, 꽃, 차, 자동차, 포토존, 차덕, 전시, 상상마당, 부산, 서면"
패션/잡화,her&she 팝업스토어,24.02.16 - 24.02.22,24.02.16,24.02.22,여의도,서울특별시 영등포구 여의대로 108 (파크원) 더현대 서울 3F POP-UP(SJSJ 매장 옆),"허앤쉬, 하모니, 더현대서울, saki, 1064studio, 팝업스토어, 더현대, 허앤쉬0109, 팝업, 의류팝업"
패션/잡화,오아이오아이컬렉션 X 무신사 홍대 팝업스토어,24.02.16 - 24.03.01,24.02.16,24.03.01,홍대,서울특별시 마포구 양화로 164 유림빌딩 무신사 홍대 1F 팝업존,"오아이오아이, oioi, 패션, 의류, 홍대, 무신사"
캐릭터/IP,리코더팩토리 팝업스토어 in 부산 센텀시티,24.02.16 - 24.02.29,24.02.16,24.02.29,부산,부산광역시 해운대구 센텀남대로 35 신세계백화점센텀시티점 지하 2층 하이퍼그라운드,"리코더팩토리, 플레이인더박스, 소품, 굿즈, 부산, 신세계백화점"
캐릭터/IP,쿼카 인 스쿨 다이노탱 팝업,24.02.16 - 24.03.04,24.02.16,24.03.04,강남,서울특별시 서초구 강남대로 437 대원빌딩 라인프렌즈 강남,"다이노탱, 쿼카, 인형, 피규어, 스티커, 엽서, 굿즈, 강남"
문화/예술,StarLight : 별을 찾는 언덕,24.02.17 - 24.03.15,24.02.17,24.03.15,성수,서울특별시 성동구 왕십리로 50 메가박스 스퀘어 메타그라운드 성수 4층,"전시, 메타그라운드성수, 미디어아트, AI, MR, 성수"
엔터테인먼트,"문상훈 에세이 사운드 낭독회 “내가 한 말을 내가 오해하지 않기로 함""",24.02.17 - 24.03.03,24.02.17,24.03.03,강남,서울특별시 강남구 도산대로25길 15-10 빌라15 오드포트,"전시, 문상훈, 빠더너스, 내가한말을내가오해하지않기로함, 에세이, 사운드낭독회, 멜론, 수지, 설인아, 조현철, 선우정아, 이영훈, 장기하, 이적, 백현진"
