구분,팝업스토어,기간,시작 날짜,종료 날짜,권역,위치,태그
F&B,한맥 엑스트라 크리미 생 라이브,24.04.01 - 24.04.10,24.04.01,24.04.10,여의도,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터 여의도 IFC몰 노스아트리움,"한맥, 한맥생맥주, 맥주, 여의도팝업, 생맥주, 술, 주류, 크리미, 체험, 선물, 이벤트"
F&B,버츄오 더블에스프레소 바,24.04.01 - 24.04.14,24.04.01,24.04.14,잠실,서울특별시 송파구 올림픽로 240 롯데월드 롯데백화점 잠실점 1층,"네스프레소, 버츄오, 에스프레소, 카페, 더블에스프레소바, 에스프레소바, 커피"
F&B,성수 바질연구소 팝업스토어,24.04.01 - 24.04.14,24.04.01,24.04.14,성수,서울특별시 성동구 뚝섬로3길 22 EPISODE Seong Su 121 스몰글라스,"너드브루어리, 바질, 막걸리, 바질연구소, 너드, 웰컴드링크, 주류, 술, 전통주, 체험, 시음"
F&B,봄에 취한 뿌엉이,24.04.01 - 24.04.30,24.04.01,24.04.30,강남,서울특별시 강남구 테헤란로1길 28-11 부엉이산장 강남점,"부엉이산장, 부엉이, 강남, 봄, 굿즈, 캐릭터, 이벤트, 추첨, 신메뉴, 전통주, 음식, 식사"
엔터테인먼트,베이비몬스터 팝업스토어,24.04.01 - 24.04.10,24.04.01,24.04.10,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 B1F 이벤트 플라자,"베이비몬스터, YG, 걸그룹, 아이돌, 데뷔, 앨범, 굿즈, 신인, 가수, 노래"
패션/잡화,디앳지X제인마치 팝업,24.04.01 - 24.04.10,24.04.01,24.04.10,성수,서울특별시 성동구 성수일로3길 8 제인마치,"제인마치, 디앳지, CJ온스타일, 쇼핑몰, 홈쇼핑, 라이브방송, 라이브, 이벤트, 패션, 옷, 봄, 데이트"
패션/잡화,때무든 세탁소,24.04.01 - 24.04.30,24.04.01,24.04.30,성수,서울특별시 성동구 서울숲4길 26 1층,"세탁특공대, 빈티지, 서울숲, 세탁, 헌옷, 포토부스, 패션, 쇼핑, 옷, 인생네컷"
뷰티,헤라 블랙 쿠션 파운데이션 <ANYWHERE POP-UP>,24.04.02 - 24.04.21,24.04.02,24.04.21,성수,서울특별시 성동구 연무장길 11 (주)건영피혁 1층,"헤라, 블랙쿠션, 파운데이션, 화장품, 뷰티, 성수, 이벤트, 체험, 메이크업, 사전예약, 전시"
패션/잡화,이우가마카라스 팝업스토어,24.04.02 - 24.04.07,24.04.02,24.04.07,한남,서울특별시 용산구 이태원로 230 스퀘어 한남,"이우가마카라스, 아캄, 가방, 레트로, 디자이너, 아카이브, 리퍼브, 할인, 이벤트"
캐릭터/IP,도구리 <미니 팝업> in 잠실,24.04.02 - 24.04.30,24.04.02,24.04.30,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 4층 아크앤북 잠실점,"도구리, 굿즈, 미니팝업, 아크앤북, 봄, 벚꽃, 롯데월드몰"
캐릭터/IP,벨리곰 팝업스토어,24.04.02 - 24.05.31,24.04.02,24.05.31,명동,서울특별시 중구 명동길 15 나우인명동,"벨리곰, 캐릭터, 명동, 이벤트, 서커스, 굿즈, 포토존, 나우인명동, 특가"
반려동물/식물,TIME FOR SOMETHING: GREEN,24.04.03 - 24.04.21,24.04.03,24.04.21,성수,서울특별시 성동구 연무장17길 10 LCDC SEOUL DOORS,"선데이플래닛47, 식물, 식집사, LCDC, 성수, 체험, 반려식물, 케어, 굿즈, 선물, 초록, 건강, 힐링"
캐릭터/IP,아톰X잇섭 팝업스토어,24.04.04 - 24.04.10,24.04.04,24.04.10,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 B2F 아이코닉존,"아톰, 잇섭, 콜라보, 유튜버, 연구실, 인테리어, 굿즈, 피규어, 더현대, 여의도, 캐릭터, 포토부스, 이벤트"
리빙/라이프스타일,BETTER FINGER 팝업스토어,24.04.05 - 24.04.18,24.04.05,24.04.18,수원,경기도 수원시 팔달구 덕영대로 924 AK플라자 2F 아카블랭크,"베터핑거, 주방, 식기, 텀블러, 이벤트, 경품, 즉석사진, 포토존, 스티커, 키링, 감성, 피크닉, 캠핑"
문화/예술,달리기 : 새는 날고 물고기는 헤엄치고 인간은 달린다,24.04.05 - 24.07.28,24.04.05,24.07.28,명동,서울특별시 중구 퇴계로6가길 30 피크닉,"피크닉, 전시, 달리기, 운동, 생활체육, 미술, 조각, 건축, 설치미술, 사진, 즐거움, 일상"
뷰티,설화수 인삼장 팝업스토어,24.04.05 - 24.04.14,24.04.05,24.04.14,부산,부산광역시 해운대구 센텀남대로 35 신세계백화점센텀시티점 1F,"설화수, 인삼장, 인삼, 헤리티지, 역사, 재해석, 화장품, 뷰티, 부산, 센텀시티, 이벤트"
F&B,서울(성수) 진로골드 판타지아,24.04.05 - 24.05.06,24.04.05,24.05.06,성수,서울특별시 성동구 연무장길 53 삼영빌딩,"진로, 진로골드, 판타지아, 황금비율, 주류, 술, 소주, 서울, 성수, 데이트, 봄"
패션/잡화,코치 성수 팝업,24.04.05 - 24.04.17,24.04.05,24.04.17,성수,서울특별시 성동구 연무장길 35 스테이지35,"코치, 캠페인, 포토존, AR, 체험, 성수, 사전예약, 퀼팅백, 가방, 경품, 증정, 이벤트, 봄"
캐릭터/IP,쿵야 레스토랑,24.04.05 - 24.05.16,24.04.05,24.05.16,홍대,서울특별시 마포구 양화로 162 카카오프렌즈 홍대플래그십 스토어,"쿵야레스토랑즈, 쿵야, 굿즈, 양파쿵야, 짤, 병맛, 인형, 키링, 캐릭터"
도서/문구,채소와 마주 한 상,24.04.06 - 24.04.06,24.04.06,24.04.06,종로,"서울특별시 종로구 자하문로10길 11 4층, space.entree","카멜북스, 신간, 도서, 런칭, 독자, 독서, 감상, 이벤트, 할인, 사은품, 재인작가, 채식"
뷰티,겔랑 아베이 로얄 팝업스토어,24.04.06 - 24.04.21,24.04.06,24.04.21,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 에비뉴엘 지하 1층,"겔랑, 아베이로얄, 신제품, 에센스, 크림, 화장품, 뷰티, 사전예약, 현장예약"
F&B,동대문매운김밥 팝업스토어,24.04.06 - 24.04.28,24.04.06,24.04.28,홍대,서울특별시 마포구 성미산로 190-4 지하,"동대문매운김밥, 김밥, 분식, 매운맛, 시그니처, 시식, 음식, 메뉴, 연남동"
뷰티,토리든 팝업스토어 : POSITIVE VIBE,24.04.08 - 24.04.28,24.04.08,24.04.28,성수,서울특별시 성동구 연무장17길 4 LES601 성수,"토리든, 화장품, 뷰티, 피부, 긍정, 성수, 증정, 이벤트, 클래스"
기타,어도비 포토샵 팝업스토어 <포토샵 AI로 세계 일주>,24.04.09 - 24.04.15,24.04.09,24.04.15,성수,서울특별시 성동구 연무장1길 7-1 공간 와디즈,"어도비, 포토샵, 생성형AI, 여행, 성수, AI, 체험, 이벤트, 굿즈"
기타,네이버페이 X 도어투성수 팝업스토어,24.04.09 - 24.04.22,24.04.09,24.04.22,성수,서울특별시 성동구 연무장길 38-1 엘리자베스빌딩 GS25 도어투성수,"네이버페이, GS25, 도어투성수, 성수팝업, 콜라보, 적립, 할인, 혜택, 이벤트, 굿즈, 한정, KEYTH, 발란사, 네이버"
향수/향,메모 그랜드 호텔,24.04.09 - 24.05.03,24.04.09,24.05.03,성수,서울특별시 성동구 연무장길 20-1,"메모파리, 향수, 여행, 체크인, 호텔, 게임, 카지노, 미션, 이벤트, 포토존, 사전예약, 포토부스, 할인"
캐릭터/IP,버터샵 팝업스토어,24.04.09 - 24.04.28,24.04.09,24.04.28,건대,서울특별시 광진구 아차산로 200 커먼그라운드,"버터샵, 굿즈, 캐릭터, 다꾸, 리뉴얼, 이벤트, 커먼그라운드, 건대, 건대입구, 쇼핑, 봄"
캐릭터/IP,테디테일즈 블라썸 포레스트 팝업,24.04.09 - 24.05.08,24.04.09,24.05.08,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 지하1층,"테디테일즈, 롯데월드몰, 잠실, 롯데, 굿즈, 인형, 테디베어, 레나베어, 체험, 인형옷, 키링, 포토존, 이벤트, 봄"
캐릭터/IP,옵젵상가 X 최고심 <속마음 비밀해제>,24.04.09 - 24.06.09,24.04.09,24.06.09,홍대,서울특별시 마포구 와우산로35길 13 오브젝트 서교점,"최고심, 오브젝트, 서교, 캐릭터, 굿즈, 만들기, 속마음, 비밀, 인형, 와펜, 키링, 파우치"
뷰티,주식회사 이니스프리의 인턴라이프,24.04.10 - 24.05.14,24.04.10,24.05.14,성수,서울특별시 성동구 성수이로7가길 11 (주)상현원색 디아일 성수,"이니스프리, 화장품, 뷰티, 피부, 인턴, 이벤트, 성수, 성수팝업, 체험, 포토존"
F&B,2024 느린마을 봄 페스타 팝업스토어,24.04.10 - 24.04.14,24.04.10,24.04.14,종로,"서울특별시 종로구 동호로 401-3 광장시장, 배상면의 비밀노트","느린마을, 막걸리, 광장시장, 종로, 팝업스토어, 봄, 벚꽃, 비밀노트, 선물, 이벤트, 술, 주류, 전통주"
패션/잡화,러프넥 팝업스토어,24.04.10 - 24.04.14,24.04.10,24.04.14,홍대,서울특별시 마포구 동교로38안길 17 수앤지빌 1층,"러프넥, 봄, 패션, 쇼핑, 굿즈, 소품, 이벤트, 할인, 한정, 리미티드, 목걸이, 수제화"
패션/잡화,르무통 팝업스토어,24.04.10 - 24.06.01,24.04.10,24.06.01,부산,부산광역시 기장군 기장읍 기장해안로 268-32 힐튼부산 아난티 앳 부산 코브,"르무통, 신발, 운동화, 편안함, 부산, 부산팝업, 컨셉, 부채, 인증샷, 포토존, 이벤트, 증정, 힐링, 여행"
기관/금융,DMZ: 디엠지 마을은 지금,24.04.11 - 24.04.22,24.04.11,24.04.22,홍대,서울특별시 마포구 동교로38길 19 스몰타운스몰,"DMZ, 평화, 특산물, 이벤트, 체험, 관광, 스토리텔링, 포토존, 굿즈"
전자제품/자동차,나르왈 바닥연구소 팝업스토어,24.04.11 - 24.04.16,24.04.11,24.04.16,하남,경기도 하남시 미사대로 750 스타필드 하남 1F 센트럴 아트리움,"나르왈, 청소, 바닥청소, 로봇청소기, 청소기, 전자제품, 가전제품, 디지털, 청결, 이벤트, 포토존, 임시완, 사인회"
캐릭터/IP,커플리즈 팝업스토어,24.04.11 - 24.04.21,24.04.11,24.04.21,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대서울 지하1층 대행사장,"커플리즈, 캐릭터, 더현대, 이벤트, 굿즈, 다꾸, 인형, 엽서, 커플, 데이트, 쇼핑, 이모티콘"
기타,구석구석가게,24.04.12 - 24.04.27,24.04.12,24.04.27,성수,서울특별시 성동구 연무장13길 8 1층 리얼월드 성수,"리얼월드, 방탈출, 마트, 게임, 음료, 경품, 이벤트, 체험, 사전예약, 성수, 데이트"
F&B,"유자 아일랜드 : 유자의 고향, 노란빛의 남해로가게",24.04.12 - 24.04.18,24.04.12,24.04.18,분당,경기도 성남시 분당구 황새울로200번길 45 롯데백화점 분당점 B1F,"남해, 남해로가게, 롯데웰푸드, 유자, 상큼, 분당, 농산물, 상생, 빼빼로, 유자빼빼로"
F&B,커피 리브레 팝업,24.04.12 - 24.04.21,24.04.12,24.04.21,강남,"서울특별시 강남구 강남대로 426 진우빌딩 1층, 지하1층","커피, 원두, 카페, 틈트미, LG, 유플러스, 일상비일상의틈, 시음, 핸드드립, 체험, 할인, 이벤트, 강남"
F&B,트리키 콜라 러브 모텔 팝업스토어,24.04.12 - 24.04.21,24.04.12,24.04.21,성수,서울특별시 성동구 성수이로7길 24 로우로우센터,"더부스, 트리키콜라, 하이볼, 위스키, 주류, 술, 시음, 포토존, 트램펄린, 굿즈, 이벤트, 성인"
F&B,Texture of Texture 성수,24.04.12 - 24.04.28,24.04.12,24.04.28,성수,서울특별시 성동구 성수이로 82 2층 텅 성수 스페이스,"하겐다즈, 아이스크림, 텅스페이스, 텍스처, 인테리어, 디저트, 프리미엄, 갤러리, 시식, 경품, 이벤트, 포토존, 봄, 데이트"
F&B,Texture of Texture 잠실,24.04.12 - 24.04.28,24.04.12,24.04.28,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 지하1층 텅 잠실 스페이스,"하겐다즈, 아이스크림, 텅스페이스, 텍스처, 인테리어, 디저트, 프리미엄, 갤러리, 시식, 경품, 이벤트, 포토존, 봄, 데이트"
F&B,Texture of Texture 신사,24.04.12 - 24.04.28,24.04.12,24.04.28,강남,서울특별시 강남구 도산대로11길 31 에스에이치스페이스 4층 텅 신사 스페이스,"하겐다즈, 아이스크림, 텅스페이스, 텍스처, 인테리어, 디저트, 프리미엄, 갤러리, 시식, 경품, 이벤트, 포토존, 봄, 데이트"
F&B,짜파게티 분식점,24.04.12 - 24.05.11,24.04.12,24.05.11,성수,"서울특별시 성동구 연무장11길 13 플랜트란스 1층, 2층","농심, 짜파게티, 너구리, 신라면, 안성탕면, 식품, 요리, 짜장면, 40주년, 분식, K푸드, 게임, 이벤트, 포토존, 브랜드, 콘텐츠"
F&B,부산(서면) 진로골드 판타지아,24.04.12 - 24.05.12,24.04.12,24.05.12,부산,부산광역시 부산진구 중앙대로680번가길 38,"진로, 진로골드, 판타지아, 황금비율, 주류, 술, 소주, 부산, 서면, 봄, 데이트"
패션/잡화,"SEOUL IS CONFIRMED [ICON, LIVE LOUD]",24.04.12 - 24.04.22,24.04.12,24.04.22,성수,서울특별시 성동구 성수이로20길 57 레이어 57,"아디다스, 신발, 패션, 스포츠, 쇼핑, 티셔츠, 키링, 이벤트, 선착순, 바베큐, 디제잉, 공연, 빈티지, 체험, 전시"
패션/잡화,T.C.P X 현대백화점 팝업스토어,24.04.12 - 24.04.25,24.04.12,24.04.25,부천,경기도 부천시 원미구 길주로 180 현대백화점 중동점,"더콜렉터페이지, 패션, 쇼핑, 옷, 현대백화점, 부천, 프로모션, 이벤트, 아티스트, 전시"
캐릭터/IP,찌오의 마음은 오리무중,24.04.12 - 24.05.23,24.04.12,24.05.23,강남,서울특별시 서초구 강남대로 429 카카오프렌즈 강남 플래그십스토어,"찌오, 찌그렁오리, 캐릭터, 이모티콘, 굿즈, 다꾸, 이벤트, 엽서, 증정, 시크릿, 선착순"
도서/문구,마플샵 팝업스토어,24.04.13 - 24.04.28,24.04.13,24.04.28,성수,서울특별시 성동구 성수일로 47 송도빌딩 1층,"마플샵, 굿즈, 소품, 성수, 뚝섬, 다꾸, 크리에이터, 이벤트, 쇼핑, 데이트"
반려동물/식물,넌 어느 별에서 왔니?,24.04.13 - 24.07.21,24.04.13,24.07.21,기타,세종특별자치시 수목원로 136 국립세종수목원 사계절온실 중앙홀,"수목원, 국립세종수목원, 식물, 자연, 환경, 전시, 반려식물, 괴근식물"
F&B,스키피 ® 랜드,24.04.13 - 24.04.21,24.04.13,24.04.21,종로,서울특별시 종로구 삼일대로28길 28 누디트 익선,"스키피, SKIPPY, 땅콩, 땅콩버터, 굿즈, 이벤트, 포토존, 식품, 잼, 토스트, 누디트익선"
캐릭터/IP,"딸기크레페맛 쿠키팝업 ""크레페 크래쉬""",24.04.13 - 24.04.21,24.04.13,24.04.21,성수,서울특별시 성동구 연무장길 101-1 오우드 성수1호점,"쿠키런, 게임, 데브시스터즈, 확률, 아이템, 크레페, 쿠키, 성수, 성수팝업, 봄, 과자, 쿠키런킹덤, 캐릭터"
캐릭터/IP,헬로키티 50주년 특별전 : 산리오 캐릭터즈와의 여행,24.04.13 - 24.08.13,24.04.13,24.08.13,동대문,서울특별시 중구 을지로 281 동대문디자인플라자(DDP) 뮤지엄 지하2층 전시1관,"산리오, 헬로키티, 전시, 동대문디자인플라자, DDP, 굿즈, 이벤트, 얼리버드, 티켓"
뷰티,미쟝센 퍼펙트 세럼 팝업,24.04.16 - 24.04.28,24.04.16,24.04.28,성수,서울특별시 성동구 아차산로11길 7 (주)아세아이엔티 아모레성수,"미쟝센, 성수, 아모레성수, 뷰티, 세럼, 헤어, 케어, 에센스, 관리, 이벤트, 체험, 키링, 에스파"
기타,마라톤 - 나만의 결승선,24.04.17 - 24.04.23,24.04.17,24.04.23,마포,서울특별시 마포구 월드컵로 51 3층 논스케일드 갤러리,"푸르메재단, 옐토, 장애, 장애어린이, 전시, 이벤트, 체험, 꿈, 결승선, 그림, 미술, 재활, 치료"
도서/문구,모두의 노트 : MD 노트 (프렐류드),24.04.17 - 24.06.02,24.04.17,24.06.02,대전,대전광역시 중구 중앙로129번길 30 1층,"프렐류드, 스튜디오, MD노트, 노트, 체험, 전시, 굿즈, 미도리, 문구, 봄, 데이트"
뷰티,"아멜리 팝업스토어 ""이상한 컬러 마법""",24.04.18 - 24.04.24,24.04.18,24.04.24,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대서울 지하2층 아이코닉 스퀘어,"아멜리, 화장품, 뷰티, 마법, 컬러, 퍼스널컬러, 이벤트, 신제품, AI, 쿠션, 립팟, 프로모션"
캐릭터/IP,ATOM Special Exhibition,24.04.18 - 24.05.07,24.04.18,24.05.07,강남,서울특별시 강남구 압구정로46길 65-2 히든파크 2층,"킨키로봇, 아톰, 로봇, 캐릭터, 굿즈, 전시, 애니메이션, 만화, 이벤트, 수집, 추억"
캐릭터/IP,캐리와 친구들 팝업스토어,24.04.18 - 24.05.08,24.04.18,24.05.08,강서,서울특별시 강서구 화곡로 398 홈플러스강서점앤본사사옥 1층 웰컴존,"캐리TV, 캐리, 캐릭터, 홈플러스, 엘리, 팬미팅, 어린이날, 어린이, 가족, 사은품, 포토존, 굿즈"
도서/문구,봄날의 시크닉,24.04.19 - 24.04.28,24.04.19,24.04.28,마포,서울특별시 마포구 포은로8길 29 망원 디콜라보,"창비, 출판사, 시, 문학, 작품, 글, 독서, 피크닉, 봄, 시크닉, 이벤트, 굿즈, 시인"
리빙/라이프스타일,브롬톤 런던 팝업스토어,24.04.19 - 24.05.31,24.04.19,24.05.31,성수,"서울특별시 성동구 뚝섬로17가길 56 THN Lab 1층, 6층","브롬톤, 브롬톤런던, 브롬톤런던1975, 자전거, 작업, 아카이브, 역사, 사은품"
문화/예술,국립한글박물관 기획특별전 <사투리는 못 참지!>,24.04.19 - 24.10.13,24.04.19,24.10.13,용산,서울특별시 용산구 서빙고로 139 국립한글박물관 3층 기획전시실,"국립한글박물관, 한글, 사투리, 방언, 언어, 전시, 문화"
뷰티,브링그린 피부 구조대,24.04.19 - 24.04.27,24.04.19,24.04.27,성수,서울특별시 성동구 연무장7길 13 팩토리얼성수,"브링그린, 화장품, 뷰티, 피부, 케어, 트러블, 경품, 할인, 인증샷, 포토존, 굿즈, 이벤트"
뷰티,AGE 20’s 메이크업카페,24.04.19 - 24.04.28,24.04.19,24.04.28,수원,경기도 수원시 팔달구 덕영대로 924 AK플라자 수원 1층,"AK플라자, AGE20, 화장품, 쿠션, 파운데이션, 뷰티, 피부, 이벤트, 메이크업"
스포츠/건강,바이컬러 팝업스토어,24.04.19 - 24.04.30,24.04.19,24.04.30,수원,경기도 수원시 팔달구 덕영대로 924 AK플라자 수원 1층 수원 6층,"AK플라자, 바이컬러, 치약, 칫솔, 덴탈케어, 치아, 이벤트, 포토존"
스포츠/건강,키움히어로즈 팝업스토어,24.04.19 - 24.05.05,24.04.19,24.05.05,강서,서울특별시 구로구 경인로 662 디큐브시티 현대백화점 지하1층 STAGE D,"키움히어로즈, 키움, 야구, 구단, 스포츠, 굿즈, 이벤트, 단독, 신상, 히어로즈"
F&B,글렌알라키 인 서울,24.04.19 - 24.04.28,24.04.19,24.04.28,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 지하1층,"글렌알라키, 위스키, 주류, 술, 한정판, 빌리워커, 사인회, 포토존, 이벤트, 클래스, 테이스팅, 한정, 시음"
캐릭터/IP,BLACK CHERRYPIE POP-UP,24.04.19 - 24.05.03,24.04.19,24.05.03,명동,서울특별시 중구 명동길 43 신한은행 라인프렌즈 스퀘어 명동,"블랙체리파이, 캐릭터, 이공, 일러스트, 굿즈, 힐링, 위로, 쇼핑, 명동, 라인프렌즈, 데이트"
캐릭터/IP,플레이모빌 맨션 : 6개의 방으로 놀러와,24.04.19 - 24.08.11,24.04.19,24.08.11,신촌,서울특별시 서대문구 연희로11가길 48-10 뉴스뮤지엄연희 B동 G.F,"플레이모빌, 50주년, 기념전, 룸투어, 빌리지, 미션, 포토존, 굿즈, 한정판, 연희동, 뉴스뮤지엄, 전시"
도서/문구,모두의 노트 : MD 노트 (포인트오브뷰),24.04.20 - 24.04.28,24.04.20,24.04.28,성수,서울특별시 성동구 연무장길 18 온실 2F,"포인트오브뷰, MD노트, 노트, 미도리, 일본, 굿즈, 체험, 전시, 봄, 성수, 데이트, 문구"
뷰티,2024 서울 쥬시 올롬픽,24.04.20 - 24.05.02,24.04.20,24.05.02,성수,서울특별시 성동구 연무장7길 13 팩토리얼성수 1층,"롬앤, 뷰티, 화장품, DIY, 색조, 테스트, 쇼핑, 쥬시, 틴트, 성수, 포토존, 게임, 굿즈, 사전예약"
패션/잡화,콜링 더 러너스 팝업스토어,24.04.20 - 24.04.27,24.04.20,24.04.27,용산,서울특별시 용산구 한강대로 92 LS용산타워 1층 1층,"프로스펙스, 스포츠, 운동화, 러닝, 러너, 마라톤, 운동복, 쇼핑, 포토부스, 에너지, 운동, 헬스"
캐릭터/IP,루나스 X 호텔리어스,24.04.20 - 24.04.27,24.04.20,24.04.27,강남,서울특별시 서초구 서초중앙로 63-8 복산빌딩 1층 호텔리어스 커피,"루나스, 호텔리어스, 커피, 카페, 한정판, 이벤트, 출산선물, 가방, 핸드메이드, 아이, 선물"
문화/예술,Illusion. ZIP : 착시미술테마 展 by LALALEE·박준석·엄익훈,24.04.22 - 24.06.02,24.04.22,24.06.02,수원,경기도 수원시 팔달구 덕영대로 924 AK플라자 수원 1층 수원 6층 수원 6층 AK갤러리,"AK플라자, AK갤러리, 일루션, 착시미술, 전시, 미술, 예술, LALALEE, 박준석, 엄익훈, 이벤트, 체험, 포토존"
패션/잡화,따스한기록 팝업스토어,24.04.23 - 24.04.28,24.04.23,24.04.28,강남,서울특별시 강남구 언주로168길 34 아몬즈랩,"따스한기록, 뷰티, 주얼리, 보석, 목걸이, 반지, 팔찌, 액세서리, 패션, 쇼핑, 이벤트, 신상품"
패션/잡화,A Cloud Traveler : 구름 위를 걷는 기분,24.04.23 - 24.07.28,24.04.23,24.07.28,성수,서울특별시 성동구 연무장길 81 남경빌딩 1층,"플러피시트러스, 편안함, 아름다움, 패션, 쇼핑, 신발, 운동화, 구두, 구름, 메리제인"
캐릭터/IP,상상마당 X 위글위글 팝업스토어 <Wiggle Wiggle's Happy Market>,24.04.23 - 24.07.07,24.04.23,24.07.07,홍대,서울특별시 마포구 어울마당로 65 상상마당빌딩 디자인스퀘어 2층 디자인스퀘어 1층,"상상마당, 위글위글, 콜라보, 컬러풀, 굿즈, 캐릭터, 쇼핑, 다꾸"
기관/금융,"N2, NIGHT",24.04.24 - 24.06.05,24.04.24,24.06.05,성수,서울특별시 성동구 연무장길 73 XYZ SEOUL,"NH, NH투자증권, 투자, 금융, 증권, 프로그램, 자가진단, 명상, 힐링, 인사이트, 강의, 콘서트"
문화/예술,"미래긍정: 노먼 포스터, 포스터 + 파트너스",24.04.25 - 24.07.21,24.04.25,24.07.21,명동,서울특별시 중구 덕수궁길 61 서울시립미술관 서소문본관 1층 전시실,"노먼포스터, 건축, 건축가, 거장, 문화예술, 공공건축, 지속가능성, 모형, 드로잉, 영상, 아카이브"
뷰티,입생로랑 러브샤인 팩토리 팝업,24.04.25 - 24.05.01,24.04.25,24.05.01,성수,서울특별시 성동구 성수이로 97 E()PTY,"입생로랑, 화장품, 뷰티, 러브샤인, 립스틱, 틴트, 립제품, 이벤트, 터치업, 메이크업, 사전예약"
