구분,팝업스토어,기간,시작 날짜,종료 날짜,권역,위치,태그
F&B,투게더 50주년 팝업스토어,24.04.25 - 24.05.08,24.04.25,24.05.08,성수,서울특별시 성동구 성수이로18길 6-1,"빙그레, 투게더, 아이스크림, 디저트, 50주년, 성수, 사전예약, 팝업스토어, 이벤트"
F&B,GS25 X 선양카지노 팝업스토어,24.04.25 - 24.05.12,24.04.25,24.05.12,성수,서울특별시 성동구 연무장길 38-1 엘리자베스빌딩 GS25 도어투성수,"선양소주, 소주, 술, 주류, 도어투성수, GS25, 성수팝업, 이벤트, 사전예약"
패션/잡화,샵사이다 X 웨이크메이크 팝업스토어⁠,24.04.25 - 24.05.01,24.04.25,24.05.01,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 지하2층 아이코닉 팝업존,"샵사이다, 패션, 쇼핑, 쿨, 케이팝, 큐트, 미니멀, 럭키드로우, 이벤트, 웨이크메이크"
캐릭터/IP,실바니안패밀리 팝업스토어 <프레야의 선물 특별전>,24.04.25 - 24.05.06,24.04.25,24.05.06,수원,경기도 수원시 장안구 수성로 175 스타필드 수원 1층 그랜드아트리움,"실바니안, 실바니안패밀리, 동물, 장난감, 어린이, 어린이날, 가족, 나들이"
캐릭터/IP,포켓몬 팝업스토어 in 수원,24.04.25 - 24.05.09,24.04.25,24.05.09,수원,경기도 수원시 권선구 세화로 134 롯데몰 수원점 1층 Center Hall,"포켓몬, 포켓몬스터, 캐릭터, 애니메이션, 만화, 굿즈, 인형, 쇼핑, 어린이날, 가족, 나들이, 봄, 게임"
기관/금융,양구곰취축제 곰산곰해,24.04.26 - 24.05.05,24.04.26,24.05.05,홍대,서울특별시 마포구 동교로38길 19 스몰타운스몰,"양구, 지역, 관광, 곰취, 막걸리, 주류, 술, 축제, 시음, 이벤트"
도서/문구,『분실물이 돌아왔습니다』 팝업스토어,24.04.26 - 24.05.19,24.04.26,24.05.19,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 6층 언커먼스토어,"밀리의서재, 모트모트, 독서, 도서, 취미, 문구, 문방구, 소설, 콜라보, 이벤트"
리빙/라이프스타일,TOWELKUN IN 스타필드 수원점 POP-UP,24.04.26 - 24.05.23,24.04.26,24.05.23,수원,경기도 수원시 장안구 수성로 175 신세계 스타필드 수원점 별마당도서관 2F,"송월타올, 수건, 타올군, 캐릭터, 수원, 스타필드, 럭키드로우, 사은품, 할인"
뷰티,리쥬란 팝업스토어,24.04.26 - 24.05.06,24.04.26,24.05.06,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 1층,"리쥬란, 더마코스메틱, 뷰티, 화장품, 피부, 잠실, 앰플, 이벤트, 사전예약, 포토존"
F&B,위니비니 팝업스토어,24.04.26 - 24.05.09,24.04.26,24.05.09,부산,부산광역시 해운대구 센텀남대로 35 신세계백화점센텀시티점 지하2층 하이퍼그라운드,"위니비니, 젤리, 간식, 사탕, 초콜릿, 디저트, 쇼핑, 센텀시티, 포토부스, 이벤트"
엔터테인먼트,마이페이보릿 시네마 스토어,24.04.26 - 24.05.09,24.04.26,24.05.09,용산,서울특별시 용산구 한강대로23길 55 용산역 용산 아이파크몰 6층,"마이페이보릿, 영화, 시네마, 굿즈, 쇼핑, 용산, 이벤트, 음반, 앨범, 사운드트랙"
엔터테인먼트,BTS POP-UP : MONOCHROME,24.04.26 - 24.05.12,24.04.26,24.05.12,성수,서울특별시 성동구 성수일로4길 12 AP AGAIN,"방탄소년단, BTS, 아이돌, 가수, 빅히트, 추억, 기억, 굿즈, 위버스, 하이브"
패션/잡화,브라운브레스 팝업 in 동탄,24.04.26 - 24.05.05,24.04.26,24.05.05,기타,경기도 화성시 동탄역로 160 동탄역 롯데캐슬 롯데백화점 동탄점 4층,"브라운브레스, 패션, 쇼핑, 이벤트, 증정, 사은품, 동탄"
패션/잡화,네파 서프 클럽 팝업,24.04.26 - 24.05.06,24.04.26,24.05.06,성수,서울특별시 성동구 연무장1길 7-1 공간 와디즈,"네파, 서프클럽, 여름, 패션, 쇼핑, 옷, 이벤트, 경품, 론체어, 의자"
패션/잡화,마크엠X순이지 팝업스토어,24.04.26 - 24.05.06,24.04.26,24.05.06,성수,서울특별시 성동구 연무장17길 2,"마크엠, 순이지, 여름, 패션, 쇼핑, 옷, 할인, 이벤트, 사은품"
패션/잡화,브라운브레스 팝업 in 울산,24.04.26 - 24.05.09,24.04.26,24.05.09,기타,울산광역시 남구 삼산로 261 현대백화점 울산점 6층,"브라운브레스, 패션, 쇼핑, 이벤트, 증정, 사은품, 울산"
패션/잡화,YELLOW MAGIC 팝업스토어 in 용리단길,24.04.26 - 24.05.26,24.04.26,24.05.26,용산,서울특별시 용산구 한강대로40길 9 e편한모텔 쏠티캐빈 화이트,"마크곤잘레스, 라인프렌즈, 콜라보, 패션, 쇼핑, 옷, 캐릭터, 굿즈, 이벤트, 포토존"
캐릭터/IP,탄광마을의 흰둥이 팝업스토어,24.04.26 - 24.05.06,24.04.26,24.05.06,용산,서울특별시 용산구 한강대로23길 55 용산역 용산 아이파크몰 6층 더 코너,"짱구는못말려, 흰둥이, 애니메이션, 만화, 캐릭터, 굿즈, 쇼핑, 용산, 포토존, 게임, 이벤트"
캐릭터/IP,별별춘식 팝업스토어,24.04.26 - 24.05.08,24.04.26,24.05.08,강남,서울특별시 서초구 신반포로 176 센트럴시티 신세계백화점 강남점 B1F 파미에스트리트,"춘식이, 카카오프렌즈, 카카오톡, 이모티콘, 캐릭터, 고양이, 굿즈, 다꾸, 이벤트, 사전예약, 포토존"
캐릭터/IP,포켓몬 타운 2024 with 롯데,24.04.26 - 24.05.19,24.04.26,24.05.19,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 잠실 롯데월드몰&월드타워 일대,"포켓몬, 포켓몬스터, 캐릭터, 콜라보, 롯데, 롯데월드, 월드타워, 피카츄, 포켓몬타운, 체험, 전시, 어린이, 가족, 나들이, 석촌호수"
캐릭터/IP,포켓몬 팝업스토어 in 잠실,24.04.26 - 24.05.19,24.04.26,24.05.19,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 1층 아트리움,"포켓몬, 포켓몬스터, 캐릭터, 애니메이션, 만화, 굿즈, 인형, 쇼핑, 어린이날, 가족, 나들이, 봄, 게임"
캐릭터/IP,스튜디오 지브리 타카하타 이사오전,24.04.26 - 24.08.03,24.04.26,24.08.03,종로,"서울특별시 종로구 세종대로 175 세종문화회관 미술관 1, 2관","스튜디오지브리, 지브리, 애니메이션, 대원미디어, 전시, 미술관, 타카하타이사오, 데이트, 봄, 사전예약, 얼리버드"
뷰티,바쿠치올 TO-GO 바이위시트렌드 팝업스토어,24.04.27 - 24.05.06,24.04.27,24.05.06,성수,서울특별시 성동구 연무장5길 19 노아베이커리 성수,"바이위시트렌드, 바쿠치올, 화장품, 뷰티, 피부, 관리, 에이징케어, 웰컴키트, 증정, 선물, 이벤트, 사전예약"
패션/잡화,오키오 라운지 팝업,24.04.27 - 24.05.08,24.04.27,24.05.08,성수,서울특별시 성동구 연무장길 38 1층 러브러브러브 성수,"오키오, 오키오라운지, 러브러브러브성수, 후지필름, 패션, 쇼핑, 이벤트, 사은품, 포토부스"
캐릭터/IP,철들지마 레고 팝업,24.04.27 - 24.05.12,24.04.27,24.05.12,성수,서울특별시 성동구 성수이로7길 39,"레고, 레고브릭, 럭키드로우, 이벤트, 어른이, 어린이, 어린이날, 가족, 쇼핑, 선물, 카페, 갤러리"
뷰티,UIQ UNIVERSE,24.04.28 - 24.04.30,24.04.28,24.04.30,명동,서울특별시 중구 소공로 63 신세계백화점건물 본점,"유이크, 이벤트, 명동, 사전구매, 굿즈, 라이즈, 아이돌, 화장품, 뷰티, 피부, 럭키드로우, 포토존"
도서/문구,별 조각 상점,24.04.29 - 24.05.12,24.04.29,24.05.12,기타(서울),서울특별시 동작구 상도로 258 신혜의원 3층,"별조각상점, 전시, 웅진주니어, 그림, 일러스트, 그림책, 어린이, 캐릭터, 동화책, 동화, 독서, 책"
뷰티,COLORED KEYTH X 더현대 서울 팝업 스토어,24.04.29 - 24.05.09,24.04.29,24.05.09,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 1층 GATE1 정문 앞,"KEYTH, 키스, 메이크업, 화장품, 뷰티, 신제품, 아름다움, 피부"
뷰티,샤넬 루쥬 알뤼르 팝업,24.04.29 - 24.05.26,24.04.29,24.05.26,성수,서울특별시 성동구 성수이로26길 28 우일벤처타운,"샤넬, 화장품, 뷰티, 립스틱, 사전예약, 한정, 포토존, 메이크업, 이벤트"
스포츠/건강,파스타 팝업스토어,24.04.29 - 24.05.09,24.04.29,24.05.09,강남,서울특별시 서초구 신반포로 176 센트럴시티 신세계백화점 강남점 지하1층,"파스타, 건강, 헬스, 건강관리, 의료기기, 소프트웨어, 카카오, 라이언, 강남, 이벤트, 혈당"
향수/향,몰튼 브라운 팝업스토어,24.04.29 - 24.05.12,24.04.29,24.05.12,강동,서울특별시 강동구 천호대로 1005 현대백화점 천호점 1층,"몰튼브라운, 가정의달, 리미티드, 한정판, 미니어처, 증정, 로션, 향수"
뷰티,테일러센츠 팝업스토어,24.04.30 - 24.05.06,24.04.30,24.05.06,성수,서울특별시 성동구 연무장길 81 남경빌딩 1층 스퀘어 성수2,"테일러센츠, 화장품, 뷰티, 핸드크림, 무료각인, 럭키드로우, 이벤트"
뷰티,에스트라 팝업스토어 <리제덤 365 슬로우 하우스>,24.04.30 - 24.05.22,24.04.30,24.05.22,성수,서울특별시 성동구 연무장길 11 (주)건영피혁,"에스트라, 슬로우하우스, 화장품, 뷰티, 피부, 모공진단, 피부진단, 체험, 스탬프투어"
캐릭터/IP,상상마당 X 제로퍼제로 팝업스토어 <WALK WALK HONGDAE WITH ZERO PER ZERO>,24.04.30 - 24.07.07,24.04.30,24.07.07,홍대,서울특별시 마포구 어울마당로 65 상상마당빌딩 디자인스퀘어 2층,"상상마당, 제로퍼제로, 콜라보, 반려동물, 일러스트, 굿즈, 다꾸, 쇼핑"
기관/금융,토더기 팝업스토어,24.05.01 - 24.07.27,24.05.01,24.07.27,기타,"경상남도 김해시 봉황대길 28 1, 2층","김해, 지역, 관광, 문화, 캐릭터, 굿즈, 포토부스, 오리"
기관/금융,"청와대 개방 2주년 특별전 <정상의 악수, 자유의 약속 : 정상으로 모십니다>",24.05.01 - 24.07.29,24.05.01,24.07.29,종로,"서울특별시 종로구 청와대로 1 청와대 세종실, 인왕실, 충무실","청와대, 전시, 정상, 외교, 문화, AI, 체험, 공연"
도서/문구,깜냥 편의점,24.05.01 - 24.05.15,24.05.01,24.05.15,기타,경기도 용인시 기흥구 신고매로 124 롯데프리미엄아울렛 기흥점,"창비, 창비어린이, 어린이, 어린이날, 가족, 나들이, 깜냥, 고양이, 캐릭터, 굿즈, 팬미팅, 사전예약, 책, 독서"
문화/예술,REAL BANKSY : banksy is NOWHERE,24.05.01 - 24.10.20,24.05.01,24.10.20,종로,서울특별시 종로구 인사동9길 26 그라운드 서울,"리얼뱅크시, 예술, 문화, 전시, 관람, 작품, 체험, 포토존"
뷰티,바이오힐보 모공연구소 팝업스토어 <PROBIO LAB>,24.05.01 - 24.05.11,24.05.01,24.05.11,성수,서울특별시 성동구 연무장7길 13 팩토리얼성수,"바이오힐보, 바이오힐, 화장품, 뷰티, 샘플, 증정, 이벤트, 피부, 피부관리"
뷰티,라네즈 X 바오패밀리 팝업 'NEO FOREST',24.05.01 - 24.05.12,24.05.01,24.05.12,성수,서울특별시 성동구 아차산로11길 7 (주)아세아이엔티 아모레 성수,"아모레성수, 라네즈, 푸바오, 바오패밀리, 판다, 동물, 캐릭터, 굿즈, 화장품, 뷰티, 체험, 신제품, 포토존, 럭키드로우, 이벤트"
F&B,불가리스 세계 명화전,24.05.01 - 24.05.07,24.05.01,24.05.07,종로,서울특별시 종로구 세종대로 175 세종문화회관 뜨락,"불가리스, 명화, 전시, 열정, 와다다곰, 콜라보, 이벤트, 세계명화"
F&B,칠성 레트로 팝업스토어,24.05.01 - 24.05.12,24.05.01,24.05.12,종로,"서울특별시 종로구 삼일대로28길 28 누디트 익선 A, B, C동","칠성, 칠성사이다, 사이다, 음료, 레트로, 복고, 이벤트"
엔터테인먼트,NO.1 K콘텐츠역,24.05.01 - 24.05.03,24.05.01,24.05.03,명동,서울특별시 중구 을지로 12 시청광장지하쇼핑센터 시청역 서울광장,"tvN, 티비엔, 드라마, 예능, 콘텐츠, K콘텐츠, 한류, 유튜브, OTT, 포토존, 이벤트, 굿즈"
패션/잡화,젠틀몬스터 팝업스토어 <젠틀 살롱>,24.05.01 - 24.06.30,24.05.01,24.06.30,강남,서울특별시 강남구 압구정로46길 50 QUEENMAMA MARKET 하우스 도산,"젠틀몬스터, 제니, 컬렉션, 아이웨어, 참, 포토존, 안경, 선글라스"
캐릭터/IP,레고 전시 팝업 <THE BRICK ART SHOW>,24.05.01 - 24.05.12,24.05.01,24.05.12,강남,서울특별시 서초구 신반포로 176 센트럴시티 신세계백화점 강남점 1층,"레고, 레고코리아, 전시, 타이타닉, 런던, 해리포터, 예술"
캐릭터/IP,포켓몬 팝업스토어 in 부산,24.05.01 - 24.05.15,24.05.01,24.05.15,부산,부산광역시 중구 중앙대로 2 롯데백화점광복점 지하1층 분수대광장,"포켓몬, 포켓몬스터, 캐릭터, 애니메이션, 만화, 굿즈, 인형, 쇼핑, 어린이날, 가족, 나들이, 봄, 게임"
캐릭터/IP,잔망루피 잔망라이프 팝업스토어,24.05.01 - 24.05.15,24.05.01,24.05.15,부천,경기도 부천시 원미구 길주로 180 현대백화점 중동점 유플렉스관 1F,"잔망루피, 캐릭터, 굿즈, 포토존, 루피, 경품, 이벤트"
캐릭터/IP,닌텐도 스위치 체험 이벤트 팝업,24.05.01 - 24.05.26,24.05.01,24.05.26,여의도,서울특별시 영등포구 영중로 15 타임스퀘어 1층 로비,"닌텐도, 스위치, 게임, 커비, 마리오, 피크민, 젤다, 굿즈, 이벤트, 포토존, 체험"
캐릭터/IP,노티드X시크릿쥬쥬 팝업스토어,24.05.01 - 24.05.31,24.05.01,24.05.31,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 5층 노티드월드,"노티드, 도넛, 디저트, 간식, 시크릿쥬쥬, 캐릭터, 어린이, 키즈, 굿즈, 콜라보, 포토존"
캐릭터/IP,카드캡터사쿠라전 (展) | 마법의 걸린 미술관,24.05.01 - 24.07.02,24.05.01,24.07.02,홍대,서울특별시 마포구 양화로 188 애경타워 AK Plaza 홍대 4F 뮤씨엄,"카드캡터체리, 사쿠라, 벚꽃, 만화, 애니메이션, 캐릭터, 전시, 굿즈, 이벤트, 얼리버드, 홍대"
캐릭터/IP,두근두근 도라에몽전 in 부산,24.05.01 - 24.11.03,24.05.01,24.11.03,부산,"부산광역시 영도구 해양로195번길 180 부산 피아크 2F, 3F","도라에몽, 대원미디어, 애니메이션, 만화, 캐릭터, 전시, 부산, 사전예약, 어린이, 가족, 데이트, 한정판, 굿즈"
기관/금융,청년고용정책 팝업,24.05.02 - 24.05.05,24.05.02,24.05.05,성수,서울특별시 성동구 연무장길 35 스테이지35,"고용노동부, 청년, 채용, 고용, 취업, 취준, 방탈출, 포토존, 이벤트"
기관/금융,해치의 마법마을 팝업스토어,24.05.02 - 24.05.06,24.05.02,24.05.06,명동,서울특별시 중구 을지로 12 시청광장지하쇼핑센터 서울광장,"해치, 캐릭터, 서울시, 걱정, 행복, 스토리텔링, 포토존, 인형, 놀이터, 갤러리, 전시, 체험"
기타,"It's Your Day: 이번 광고, 생일 카페 주인공은 바로 너!",24.05.02 - 24.06.30,24.05.02,24.06.30,홍대,서울특별시 마포구 양화로 144 MERCURE 앰배서더 HOTEL 홍대 1층 T팩토리,"T팩토리, 전시, 생일광고, 광고, 생일축하, 생일, 기념일, 체험"
뷰티,오드타입X젤라비 무신사 에디션 팝업스토어,24.05.02 - 24.05.05,24.05.02,24.05.05,성수,서울특별시 성동구 성수이로18길 43 무신사 스퀘어 성수3 1층,"무신사, 오드타입, 젤라비, 패션, 뷰티, 쇼핑, 에디션, 콜라보"
F&B,타이거 라들러 비닐하우스,24.05.02 - 24.05.15,24.05.02,24.05.15,성수,서울특별시 성동구 서울숲2길 27 케이퍼필름,"하이네켄, 타이거맥주, 맥주, 술, 주류, 성인, 시음, 포토존, 라들러, 이벤트, 사전예약"
패션/잡화,떼뚜 팝업스토어,24.05.02 - 24.05.15,24.05.02,24.05.15,강남,서울특별시 서초구 신반포로 176 센트럴시티 신세계백화점 강남점 5층,"떼뚜, 패션, 쇼핑, 옷, 할인, 이벤트"
캐릭터/IP,러브베니 팝업스토어 <베니의 블루밍 캐롯 가든>,24.05.02 - 24.05.06,24.05.02,24.05.06,신촌,서울특별시 서대문구 연희로8길 18 2층 MOG,"베니, 캐릭터, 토끼, 동물, 굿즈, 그림, 일러스트, AR, 게임, 이벤트"
캐릭터/IP,픽사 in 전주 with <인사이드 아웃2>,24.05.02 - 24.05.06,24.05.02,24.05.06,기타,전북특별자치도 전주시 완산구 서노송동 611-3 전주스퀘어 맞은편,"인사이드아웃, 캐릭터, 영화, 애니메이션, 기쁨이, 슬픔이, 오케스트라, 공연, 체험, 전주국제영화제, "
문화/예술,"요물, 우리를 홀린 고양이",24.05.03 - 24.08.18,24.05.03,24.08.18,종로,서울특별시 종로구 삼청로 37 국립민속박물관 기획전시실 1,"국립민속박물관, 민속, 전시, 고양이, 예술, 문헌, 문학, 미술, 공존, 문화, 박물관, 반려동물"
F&B,리델샵 팝업스토어,24.05.03 - 24.05.09,24.05.03,24.05.09,분당,경기도 성남시 분당구 판교역로146번길 20 현대백화점 판교점,"리델샵, 와인글라스, 리델바, 핸드메이드, 머신메이드, 샴페인, 이벤트, 할인, "
F&B,오뚜기 X 오브젝트 서교점 팝업스토어,24.05.03 - 24.06.03,24.05.03,24.06.03,홍대,서울특별시 마포구 와우산로35길 13 오브젝트 서교점 4F,"오뚜기, 옵젵상가, 오브젝트, 콜라보, 와펜, 꾸미기, 굿즈, 소품, 인형, 체험, "
패션/잡화,필로컬리 24SS 팝업스토어,24.05.03 - 24.05.06,24.05.03,24.05.06,성수,서울특별시 성동구 연무장5가길 14 1층,"필로컬리, 여름, 패션, 옷, 쇼핑, 신상품, 할인, 이벤트"
패션/잡화,SUMMER BREEZE POP-UP,24.05.03 - 24.05.07,24.05.03,24.05.07,강남,서울특별시 강남구 압구정로80길 31 BE*twixt 빌딩 2층,"시에, 여름, 쇼핑, 스튜디오, 옷, 패션, 신제품, 압구정, 피팅, 시착"
패션/잡화,르봉백 팝업스토어,24.05.03 - 24.05.09,24.05.03,24.05.09,분당,경기도 성남시 분당구 판교역로146번길 20 현대백화점 판교점 3층,"아떼바네사브루노, 르봉백, 아떼르봉백, 판교, 가방, 아떼웨어백, 증정, 이벤트, 패션, 쇼핑"
패션/잡화,무신사 테라스 팝업스토어 <WELCOME TO TERRACE HOME>,24.05.03 - 24.05.12,24.05.03,24.05.12,성수,서울특별시 성동구 아차산로 104 스탈릿성수 3층 무신사 테라스,"무신사, 무신사테라스, 성수, 패션, 쇼핑, 옷, 이벤트, 헌터퐝, 사인회, 백일장, 어린이날, 증정"
패션/잡화,MMIC 팝업스토어,24.05.03 - 24.05.15,24.05.03,24.05.15,성수,서울특별시 성동구 연무장17길 4 성수 LES601,"MMIC, 패션, 쇼핑, 옷, 이벤트, 체험, 키링, 목걸이"
캐릭터/IP,댕댕별 오키키X애프터눈치 전시&팝업,24.05.03 - 24.05.12,24.05.03,24.05.12,마포,서울특별시 마포구 포은로 99 xxpress,"오키키, 애프터눈치, 콜라보, 댕댕별, 강아지, 캐릭터, 그림, 일러스트, 전시, 굿즈, 이벤트, 다꾸"
캐릭터/IP,헬로키티 50주년 기념 팝업스토어,24.05.03 - 24.05.12,24.05.03,24.05.12,대전,대전광역시 유성구 엑스포로 1 신세계백화점 대전점 6F 아트테라스,"산리오, 헬로키티, 캐릭터, 폼폼푸린, 포차코, 마이멜로디, 쿠로미, 굿즈, 다꾸, 쇼핑, 봄"
캐릭터/IP,수키도키 팝업 <불지옥바캉스 in 대구더현대>,24.05.03 - 24.05.16,24.05.03,24.05.16,대구,대구광역시 중구 달구벌대로 2077 현대백화점 지하2층,"수키도키, 캐릭터, 굿즈, 다꾸, 대구, 포토부스, 바캉스"
캐릭터/IP,세모 팝업스토어 <Semo's Post Office>,24.05.03 - 24.05.27,24.05.03,24.05.27,종로,서울특별시 종로구 필운대로 6-1 아이에스빌딩 2층 원모어백,"세모, 세컨드모닝, 캐릭터, 굿즈, 인형, 소품, 다꾸, 문구, 원모어백, 우체국"
캐릭터/IP,해이원X텐바이텐 팝업스토어,24.05.03 - 24.05.31,24.05.03,24.05.31,대학로,서울특별시 종로구 대학로12길 31 자유문학사 1층 텐바이텐 대학로점,"해이원, 텐바이텐, 피규어, 아트토이, 이벤트, 장난감, 어린이, 선물"
도서/문구,마니랜드X바인드 팝업스토어,24.05.04 - 24.05.06,24.05.04,24.05.06,기타(서울),서울특별시 성동구 왕십리광장로 17 왕십리민자역사 왕십리 엔터식스 1층,"바인드, 마니랜드, 콜라보, 모루인형, 만들기, 취미, 어린이날, 어린이, 가족, 장난감, 이벤트"
리빙/라이프스타일,GENIE TV 팝업,24.05.04 - 24.05.06,24.05.04,24.05.06,종로,서울특별시 종로구 세종대로 175 광화문광장,"지니티비, GENIETV, 티비, 스카이라이프, KT, 어린이날, 가족, 나들이, 2024광화문가족동행축제, 포토존, 동요, 경품, 어린이"
뷰티,토니모리 빵지순례 팝업스토어 <GET IT BAKE SHOP>,24.05.04 - 24.05.12,24.05.04,24.05.12,성수,서울특별시 성동구 연무장길 47 조은빌딩 마를리,"토니모리, 화장품, 뷰티, 뉴버터, 신상품, 사전예약, 베이커리, 빵켓팅, 빵, 디저트"
캐릭터/IP,오로라월드 <PalmPals Garden POP-UP>,24.05.04 - 24.06.26,24.05.04,24.06.26,기타,경기도 여주시 명품로 360 여주프리미엄아울렛 EAST 중앙광장,"오로라월드, 팜팔스가든, 완구, 캐릭터, 인형, 굿즈, 이벤트, 여주프리미엄아울렛, 토이플러스, 장난감, 아이"
뷰티,팩토리얼 성수 듀라이크 팝업스토어,24.05.05 - 24.05.19,24.05.05,24.05.19,성수,서울특별시 성동구 연무장7길 13 팩토리얼성수,"듀라이크, 에스쁘아, 화장품, 뷰티, 증정, 톤업, 쿠션, 신상품, 테스트, 메이크업"
전자제품/자동차,HEY LITTLE 팝업스토어,24.05.05 - 24.05.07,24.05.05,24.05.07,한남,서울특별시 용산구 소월로 322 하얏트호텔 GL층 야외 수영장,"헤이딜러, 그랜드하얏트, 호텔, 서울, 자동차, 장난감, 어린이, 어린이날, 가족, 나들이, 전시"
F&B,삼립 팝업스토어 <크림 아뜰리에>,24.05.06 - 24.05.15,24.05.06,24.05.15,성수,서울특별시 성동구 연무장길 1 1층,"삼립, 빵, 빵순이, 베이커리, 크림빵, 크림, 선물, 포토존, 시식, 이벤트, "
캐릭터/IP,위글위글 팝업스토어 <위글랜드>,24.05.06 - 24.05.12,24.05.06,24.05.12,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 지하1층 대행사장,"위글위글, 체험존, 체험, 선물, 이벤트, 위글랜드, 쇼핑, 캐릭터, "
F&B,마블스크림 구슬연구소,24.05.07 - 24.05.20,24.05.07,24.05.20,성수,서울특별시 성동구 연무장길 37 1층,"마블스크림, 아이스크림, 구슬아이스크림, 디저트, 간식, 이벤트"
뷰티,바닐라코 X 헬로키티 팝업스토어,24.05.08 - 24.05.19,24.05.08,24.05.19,성수,서울특별시 성동구 연무장길 81 남경빌딩 1층 스퀘어 성수,"바닐라코, 헬로키티, 콜라보, 화장품, 뷰티, 이벤트, 증정품, 체험, 캐릭터, "
